corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,goResp.rt,text.started,rules_2.started,text.stopped,rules_2.stopped,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,goStim_test.started,goResp_test.started,test_fixation.stopped,stopSignal_test.started,goStim_test.stopped,stopSignal_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
None,None,,,,,,,,,1,0,1,0,9,2,38,1,,,,,,,,,851.2554935887456,stop,circleblack.png,left,0.6,,,,,,,,,,,,,,,,,,0.001819409430027008,0.48988085985183716,1.0907347276806831,853.7576612457633,test,2,,,,,,,851.2740363329649,851.7708306387067,851.7708306387067,851.7876607850194,852.3718351051211,852.7706823647022,852.8875995948911,853.7765505537391,left,1,0.5261621102690697,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,9,3,39,3,,,,,,,,,853.7581007108092,go,squareblack.png,right,0.55,,,,,,,,,,,,,,,,,,0.001607559621334076,0.4898845702409744,,856.2597062662244,test,2,,,,,,,853.7765505537391,854.2737062722445,854.2737062722445,854.2903243526816,854.8245382457972,855.27481970191,855.34015532583,856.2768533751369,right,1,0.7237450331449509,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,10,0,40,1,,,,,,,,,856.2601314336061,stop,squareblack.png,right,0.55,,,,,,,,,,,,,,,,,,0.0012025758624076843,0.4903416484594345,1.0410591810941696,858.7628185078502,test,2,,,,,,,856.2768533751369,856.7766164913774,856.7766164913774,856.7766164913774,857.3270866796374,857.7762452289462,857.843104802072,858.780016541481,right,1,0.7199317440390587,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,10,1,41,1,,,,,,,,,858.7632629051805,go,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.0019794702529907227,0.49017974734306335,,861.2644773796201,test,2,,,,,,,858.780016541481,859.2790814638138,859.2790814638138,859.2790814638138,859.7796652019024,860.2803578004241,860.2803578004241,861.2818123400211,left,1,1.0689074397087097,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,10,2,42,2,,,,,,,,,861.264907412231,go,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.001587897539138794,0.4898062124848366,,863.7686246931553,test,2,,,,,,,861.2818123400211,861.7805626317859,861.7805626317859,861.7971238642931,862.2810156792402,862.7825593724847,862.7825593724847,863.7883271425962,right,1,0.6567169353365898,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,10,3,43,2,,,,,,,,,863.7690673172474,go,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.0019184276461601257,0.48947833478450775,,866.2713707983494,test,2,,,,,,,863.7883271425962,864.284865885973,864.284865885973,864.3016282692552,864.7855420187116,865.2844746410847,865.3012004196644,866.2904413193464,right,0,0.1579582467675209,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,11,0,44,3,,,,,,,,,866.2718214020133,go,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.0016551092267036438,0.49003442376852036,,868.7740853652358,test,2,,,,,,,866.2904413193464,866.787741959095,866.787741959095,866.8046016320586,867.2867349684238,867.787134423852,867.787134423852,868.7934281006455,right,1,1.560498483479023,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,11,1,45,0,,,,,,,,,868.7745115980506,stop,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.0017547607421875,0.48977380245923996,0.9903795048594475,871.2769371792674,test,2,,,,,,,868.7934281006455,869.290226764977,869.290226764977,869.3068190515041,869.7907608225942,870.2915306761861,870.2915306761861,871.2958385944366,None,0,,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,11,2,46,2,,,,,,,,,871.2773705348372,go,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.001300707459449768,0.48995907604694366,,873.7783515453339,test,2,,,,,,,871.2958385944366,871.7930897697806,871.7930897697806,871.8095689639449,872.3437080606818,872.794454947114,872.8450391888618,873.795493863523,left,1,1.0418948456645012,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,1,0,1,0,11,3,47,1,,,,,,,,,873.7787832319736,go,squareblack.png,right,0.55,,,,,,,,,,,,,,,,,,0.001651674509048462,0.4897044971585274,,876.2829686105251,test,2,,,,,,,873.795493863523,874.2944466471672,874.2944466471672,874.3112381473184,874.8449805825949,875.2965854555368,875.346461944282,876.3021944537759,right,1,0.3733954653143883,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.3021944537759,876.3021944537759,return,3.5252829119563103,"[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}]",,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,0,0,0,2,,,,,,,,,879.8615494817495,go,squareblack.png,right,0.55,,,,,,,,,,,,,,,,,,0.0024306848645210266,0.49465956538915634,,882.3727135211229,test,3,,,,,,,879.8860191106796,880.3846536502242,880.3846536502242,880.401082970202,880.9349941089749,881.3870345130563,881.4370257183909,882.392232209444,right,1,0.9796225056052208,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,0,1,1,1,,,,,,,,,882.3732434362173,go,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.0019874274730682373,0.4894126281142235,,884.873813919723,test,3,,,,,,,882.392232209444,882.8887819498777,882.8887819498777,882.9052159115672,883.439848922193,883.8882443606853,883.9548996165395,884.8918411359191,left,1,0.45114436745643616,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,0,2,2,1,,,,,,,,,884.8742494657636,go,squareblack.png,right,0.55,,,,,,,,,,,,,,,,,,0.0015665814280509949,0.4901258498430252,,887.3781027495861,test,3,,,,,,,884.8918411359191,885.391182616353,885.391182616353,885.4074676036835,885.9425082057714,886.3911441415548,886.4582803472877,887.3983867838979,right,1,0.4453109949827194,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,0,3,3,0,,,,,,,,,887.3785475641489,go,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.002135239541530609,0.4891831800341606,,889.8804463893175,test,3,,,,,,,887.3983867838979,887.8943333998322,887.8943333998322,887.910882204771,888.4447111859918,888.893982052803,888.9439379125834,889.8974059596658,left,1,0.5745040103793144,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,1,0,4,0,,,,,,,,,889.8808764219284,stop,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.0012880414724349976,0.4901620000600815,1.0408338531851768,892.3832551762462,test,3,,,,,,,889.8974059596658,890.3967377692461,890.3967377692461,890.3967377692461,890.9475030303001,891.3981682434678,891.4479855448008,892.4004490450025,left,1,0.722266398370266,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,1,1,5,1,,,,,,,,,892.3836791738868,go,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.001263149082660675,0.4900408089160919,,894.8857742771506,test,3,,,,,,,892.4004490450025,892.8995768278837,892.8995768278837,892.8995768278837,893.4001309275627,893.8992236554623,893.8992236554623,894.9048657938838,left,1,0.5268572866916656,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,1,2,6,0,,,,,,,,,894.8862035945058,stop,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.0016689077019691467,0.4906756430864334,0.9910311177372932,897.388479411602,test,3,,,,,,,894.9048657938838,895.4026142954826,895.4026142954826,895.419209100306,895.9030367657542,896.4023564979434,896.4023564979434,897.4058286175132,right,1,0.5346744358539581,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,1,3,7,2,,,,,,,,,897.3889177814126,stop,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.0011866241693496704,0.490142859518528,0.9405794143676758,899.8918485864997,test,3,,,,,,,897.4058286175132,897.9053044766188,897.9053044766188,897.9053044766188,898.3557210713625,898.9051506742835,898.854932911694,899.908179461956,right,1,0.6365636512637138,0.4,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,2,0,8,1,,,,,,,,,899.8922741115093,go,squareblack.png,right,0.4,,,,,,,,,,,,,,,,,,0.0011766478419303894,0.48980996012687683,,902.3941151127219,test,3,,,,,,,899.908179461956,900.4077869877219,900.4077869877219,900.4077869877219,900.8086889609694,901.4075407534838,901.3241526037455,902.4117639958858,right,1,0.534258283674717,0.4,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,2,1,9,1,,,,,,,,,902.3945640102029,stop,circleblack.png,left,0.4,,,,,,,,,,,,,,,,,,0.0019288808107376099,0.4899948239326477,0.8905325159430504,904.8972416445613,test,3,,,,,,,902.4117639958858,902.9107461571693,902.9107461571693,902.9274224713445,903.3112063482404,903.9117700606585,903.8117535486817,904.9163730740547,None,0,,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,2,2,10,0,,,,,,,,,904.8976876586676,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.0017916038632392883,0.490376777946949,,907.4001719802618,test,3,,,,,,,904.9163730740547,905.4135638177395,905.4135638177395,905.4304347783327,905.8645776957273,906.4136916697025,906.3797954842448,907.4193736761808,right,1,0.4363573491573334,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,2,3,11,3,,,,,,,,,907.4006883874536,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.001770302653312683,0.48982642590999603,,909.9015965238214,test,3,,,,,,,907.4193736761808,907.9163661748171,907.9163661748171,907.933186262846,908.3667815625668,908.9177173748612,908.8676439374685,909.9182612895966,left,1,0.8021733313798904,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,3,0,12,0,,,,,,,,,909.902047790587,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.0012250766158103943,0.48976948857307434,,912.4056742861867,test,3,,,,,,,909.9182612895966,910.4174224436283,910.4174224436283,910.4174224436283,910.8680280670524,911.4204108342528,911.3698986321688,912.425178155303,left,1,0.8510324060916901,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,3,1,13,3,,,,,,,,,912.4060999676585,stop,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.0016179084777832031,0.4896298721432686,0.9402822777628899,914.9087513908744,test,3,,,,,,,912.425178155303,912.9217613190413,912.9217613190413,912.9384548142552,913.3721756339073,913.9227630496025,913.8727820664644,914.9280300885439,None,0,,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,3,2,14,0,,,,,,,,,914.9092002436519,stop,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.0018806681036949158,0.4893784746527672,0.9899891763925552,917.410544373095,test,3,,,,,,,914.9280300885439,915.4245987907052,915.4245987907052,915.441186517477,915.9250359088182,916.4240795448422,916.4409587904811,917.4278576374054,left,1,0.648310050368309,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,3,3,15,1,,,,,,,,,917.4110055267811,go,circleblack.png,left,0.45,,,,,,,,,,,,,,,,,,0.001268044114112854,0.4903371334075928,,919.9124037325382,test,3,,,,,,,917.4278576374054,917.9272090643644,917.9272090643644,917.9272090643644,918.3776459693909,918.9288087487221,918.8784983754158,919.9291418194771,left,1,0.8090946078300476,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,4,0,16,3,,,,,,,,,919.9128373712301,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.001559630036354065,0.4899083152413368,,922.4165885746479,test,3,,,,,,,919.9291418194771,920.4284941777587,920.4284941777587,920.4284941777587,920.87923848629,921.4312079250813,921.3802992627025,922.4354097992182,right,1,0.7822233214974403,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,4,1,17,1,,,,,,,,,922.4170188829303,go,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.0012384727597236633,0.4898514598608017,,924.9196863994002,test,3,,,,,,,922.4354097992182,922.9328046888113,922.9328046888113,922.94948618114,923.3817785233259,923.9325390681624,923.8824458345771,924.9382404014468,right,1,0.03396887332201004,0.45,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,4,2,18,3,,,,,,,,,924.920116469264,stop,squareblack.png,right,0.45,,,,,,,,,,,,,,,,,,0.001253671944141388,0.4899858236312866,0.9402170404791832,927.4238816872239,test,3,,,,,,,924.9382404014468,925.4355499967933,925.4355499967933,925.4524234160781,925.88608931005,926.4367989897728,926.3867965340614,927.4426496475935,None,0,,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,4,3,19,0,,,,,,,,,927.4243308678269,go,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.001972287893295288,0.4881244823336601,,929.9249203130603,test,3,,,,,,,927.4426496475935,927.9387522861362,927.9387522861362,927.9551975131035,928.4392343237996,928.9379780441523,928.9546904936433,929.9484582096338,right,1,0.6721252650022507,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,5,0,20,3,,,,,,,,,929.9253684282303,stop,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.00849294662475586,0.49006447196006775,0.9909659996628761,932.4273294508457,test,3,,,,,,,929.9484582096338,930.441096894443,930.441096894443,930.4580430015922,930.9419280961156,931.4407610446215,931.4574319794774,932.4449716582894,None,0,,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,5,1,21,2,,,,,,,,,932.4277566075325,go,squareblack.png,right,0.55,,,,,,,,,,,,,,,,,,0.001766309142112732,0.49038150906562805,,934.9309080317616,test,3,,,,,,,932.4449716582894,932.9439978823066,932.9439978823066,932.9605669230223,933.4948090463877,933.9442305341363,934.0103677585721,934.9500907212496,right,1,0.7483432665467262,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,5,2,22,3,,,,,,,,,934.9313458129764,go,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.0018352344632148743,0.489870548248291,,937.432748451829,test,3,,,,,,,934.9500907212496,935.4469314962626,935.4469314962626,935.463378213346,935.997267626226,936.4463127553463,936.5131826102734,937.4501055851579,left,1,0.6894176676869392,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,5,3,23,1,,,,,,,,,937.433177061379,go,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.00132780522108078,0.49059440195560455,,939.9346614778042,test,3,,,,,,,937.4501055851579,937.9494004845619,937.9494004845619,937.9494004845619,938.5001089796424,938.9507369548082,939.0006572604179,939.9514940530062,left,1,0.9631451144814491,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,6,0,24,1,,,,,,,,,939.9351067021489,go,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.001230776309967041,0.4896419048309326,,942.4385993108153,test,3,,,,,,,939.9514940530062,940.4506809189916,940.4506809189916,940.4673566147685,941.0013456121087,941.452635794878,941.5029936060309,942.4579093307257,left,1,0.7703658640384674,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,6,1,25,1,,,,,,,,,942.4390259087086,go,squareblack.png,right,0.55,,,,,,,,,,,,,,,,,,0.0017115920782089233,0.4898953139781952,,944.9402220994234,test,3,,,,,,,942.4579093307257,942.9550670012832,942.9550670012832,942.9715073257685,943.5055383592844,943.9563539177179,944.0060956329107,944.957044608891,right,1,0.8014545813202858,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,6,2,26,2,,,,,,,,,944.9406696408987,stop,squareblack.png,right,0.55,,,,,,,,,,,,,,,,,,0.001154288649559021,0.4895932748913765,1.0403995588421822,947.4443260803819,test,3,,,,,,,944.957044608891,945.456122405827,945.456122405827,945.4727525115013,946.0067536979914,946.4587300270796,946.50882345438,947.4637106359005,right,1,0.7686361744999886,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,6,3,27,3,,,,,,,,,947.4447755515575,go,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.0019303709268569946,0.4898146316409111,,949.9469700828195,test,3,,,,,,,947.4637106359005,947.9605047777295,947.9605047777295,947.9770389795303,948.4608608186245,948.9600461795926,948.9767333418131,949.963856652379,left,1,0.5343615785241127,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,7,0,28,2,,,,,,,,,949.9474217668176,go,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.0012484341859817505,0.4897848144173622,,952.4491978809237,test,3,,,,,,,949.963856652379,950.46308452636,950.46308452636,950.46308452636,950.9636537432671,951.4627879858017,951.4795530512929,952.4659927859902,left,1,0.5284271836280823,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,7,1,29,3,,,,,,,,,952.4497001543641,go,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.001241445541381836,0.49035438895225525,,954.9535452276468,test,3,,,,,,,952.4659927859902,952.9657612517476,952.9657612517476,952.9657612517476,953.466521538794,953.9670631363988,953.9670631363988,954.9714540019631,left,1,0.7572764158248901,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,7,2,30,2,,,,,,,,,954.9539713039994,go,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.0022978782653808594,0.48901665955781937,,957.455369643867,test,3,,,,,,,954.9714540019631,955.4686709046364,955.4686709046364,955.4854209348559,955.9695061221719,956.4699207916856,956.4699207916856,957.4725523591042,right,1,0.7222268581390381,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,7,3,31,2,,,,,,,,,957.4558096006513,stop,circleblack.png,left,0.5,,,,,,,,,,,,,,,,,,0.001735888421535492,0.4901711046695709,0.9907770678400993,959.9584643170238,test,3,,,,,,,957.4725523591042,957.9716837629676,957.9716837629676,957.9716837629676,958.4725197851658,958.9712807387114,958.9880507141352,959.9776538163424,None,0,,0.55,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
None,None,,,,,,,,,2,0,2,0,8,0,32,1,,,,,,,,,959.9589807093143,stop,circleblack.png,left,0.55,,,,,,,,,,,,,,,,,,0.0014758780598640442,0.48917513340711594,1.040026381611824,962.4606007486582,test,3,,,,,,,959.9776538163424,960.4741603583097,960.4741603583097,960.4908336251974,961.0247668772936,961.4752883762121,961.5254616960883,962.4792209789157,right,0,1.301082082092762,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,8,1,33,0,,,,,,,,,962.4610402137041,go,squareblack.png,right,0.5,,,,,,,,,,,,,,,,,,0.0016205310821533203,0.48858972638845444,,964.9636930525303,test,3,,,,,,,962.4792209789157,962.9755111187696,962.9755111187696,962.9927311614156,963.4761262461543,963.9766158238053,963.9766158238053,964.9823016151786,None,0,,0.5,,,,,,,,,,,s040,001,2024-09-26_14h02.25.505,simplestop_skeleton,2022.2.2,59.599264317176115,
