corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,fixation.stopped,goStim.started,goResp.started,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,goResp.rt,text.started,rules_2.started,text.stopped,rules_2.stopped,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,test_fixation.stopped,goStim_test.started,goResp_test.started,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,9,1,37,0,,,,,,,,,7251.8495159596205,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,,0.0014267712831497192,0.4894401505589485,,7254.3519179672,test,2,,,,,,,7251.8679648935795,7252.381519697607,7252.364873923361,7252.364873923361,7252.715301729739,7253.21457220614,7253.36552785337,7254.371347270906,right,1,0.5219937860965729,0.35,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,9,2,38,2,,,,,,,,,7254.352362342179,stop,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,,0.0018816739320755005,0.489469476044178,0.839785672724247,7256.85454993695,test,2,,,,,,,7254.371347270906,7254.884625986218,7254.867633089423,7254.867633089423,7255.218033842742,7255.717263445258,7255.86800403893,7256.873624369502,left,1,0.5179865285754204,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,9,3,39,3,,,,,,,,,7256.8549914732575,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.0013622045516967773,0.4894024431705475,,7259.357423022389,test,2,,,,,,,7256.873624369502,7257.3873357102275,7257.370339907706,7257.370339907706,7257.670776389539,7258.170342847705,7258.371241927147,7259.376365616918,left,1,0.4813159182667732,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,10,0,40,0,,,,,,,,,7259.357852190733,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.0016456469893455505,0.48956339061260223,,7261.859843410552,test,2,,,,,,,7259.376365616918,7259.889970242977,7259.873154953122,7259.873154953122,7260.17354734242,7260.672826908529,7260.873925708234,7261.878972426057,right,1,0.4970805272459984,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,10,1,41,2,,,,,,,,,7261.8602938205,stop,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.00183800607919693,0.4899715855717659,0.7901535257697105,7264.362801253796,test,2,,,,,,,7261.878972426057,7262.392647184432,7262.375969789922,7262.375969789922,7262.676440387964,7263.177741982043,7263.376728862524,7264.3815516904,left,1,0.4908825308084488,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,10,2,42,1,,,,,,,,,7264.363298438489,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,,0.0014042556285858154,0.48973173648118973,,7266.865567669272,test,2,,,,,,,7264.3815516904,7264.89541207999,7264.878986008465,7264.878986008465,7265.129085153341,7265.632568255067,7265.879458136857,7266.8845549449325,left,1,0.5215893313288689,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,10,3,43,2,,,,,,,,,7266.8659941107035,stop,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,,0.001524709165096283,0.4896167814731598,0.7398539483547211,7269.368659190834,test,2,,,,,,,7266.8845549449325,7267.398138903081,7267.3815089687705,7267.3815089687705,7267.631892040372,7268.131470799446,7268.382053442299,7269.388610236347,right,1,0.4455236718058586,0.2,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,11,0,44,0,,,,,,,,,7269.36910136044,go,circleblack.png,left,0.2,,,,,,,,,,,,,,,,,,0.0024620071053504944,0.4887884706258774,,7271.870821498334,test,2,,,,,,,7269.388610236347,7269.901235677302,7269.884201236069,7269.884201236069,7270.0844905897975,7270.585094332695,7270.88469094038,7271.890105247498,left,1,0.4331808090209961,0.2,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,11,1,45,2,,,,,,,,,7271.871256373823,stop,squareblack.png,right,0.2,,,,,,,,,,,,,,,,,,0.0016968101263046265,0.4896980822086334,0.6900009959936142,7274.37371801585,test,2,,,,,,,7271.890105247498,7272.40382630378,7272.387168720365,7272.387168720365,7272.58717302978,7273.088098451495,7273.3883088082075,7274.393080547452,None,0,,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,11,2,46,0,,,,,,,,,7274.374146215618,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,,0.0017897263169288635,0.48979299515485764,,7276.876725465059,test,2,,,,,,,7274.393080547452,7274.906248897314,7274.889871537685,7274.889871537685,7275.140097476542,7275.640720054507,7275.890036195517,7276.895884186029,left,1,0.48091597855091095,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,1,0,1,0,11,3,47,3,,,,,,,,,7276.877156898379,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,,0.0017992332577705383,0.48962315917015076,,7279.379106514156,test,2,,,,,,,7276.895884186029,7277.409080974758,7277.392489649355,7277.392489649355,7277.642681963742,7278.14339235425,7278.392867259681,7279.3951200172305,right,1,0.4750390574336052,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7279.3951200172305,7279.3951200172305,return,1.6050549671053886,"[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}]",,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,2,0,2,0,0,0,0,2,,,,,,,,,7281.021918773651,stop,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,,0.0018066167831420898,0.49775275588035583,0.748631127178669,7283.534182474017,test,3,,,,,,,7281.041574411094,7281.546775795519,7281.546775795519,7281.546775795519,7281.797497220337,7282.298132047057,7282.548413321376,7283.553568646312,None,0,,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,0,1,1,0,,,,,,,,,7283.534719407558,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.001757897436618805,0.48950690776109695,0.7895965203642845,7286.0364963412285,test,3,,,,,,,7283.553568646312,7284.066573284566,7284.0500763729215,7284.0500763729215,7284.35051882267,7284.867816217244,7285.050387240946,7286.055597305298,right,1,0.4125215634703636,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,2,0,2,0,0,2,2,2,,,,,,,,,7286.036922819912,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,,0.0017949789762496948,0.48979848623275757,,7288.53911998868,test,3,,,,,,,7286.055597305298,7286.569155499339,7286.552609331906,7286.552609331906,7286.802781842649,7287.302051886916,7287.553020127118,7288.55799613148,left,1,0.3849036693572998,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,0,3,3,0,,,,,,,,,7288.5395502746105,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,,0.0012935847043991089,0.4898124486207962,,7291.042245618999,test,3,,,,,,,7288.55799613148,7289.0718449652195,7289.055523619056,7289.055523619056,7289.305677898228,7289.806330062449,7290.055689401925,7291.06131272763,left,1,0.5144037827849388,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,2,0,2,0,1,0,4,1,,,,,,,,,7291.042681895196,stop,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,,0.0017590820789337158,0.4894176572561264,0.7398245185613632,7293.544904105365,test,3,,,,,,,7291.06131272763,7291.574972376227,7291.558504827321,7291.558504827321,7291.808600783348,7292.308914326131,7292.559387356043,7293.56381110847,None,0,,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,1,1,5,0,,,,,,,,,7293.545332841575,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,,0.001299537718296051,0.48961804807186127,,7296.047697193921,test,3,,,,,,,7293.56381110847,7294.077733203769,7294.0608449578285,7294.0608449578285,7294.361229032278,7294.861820369959,7295.061512537301,7296.0670410990715,right,1,0.5177841708064079,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,2,0,2,0,1,2,6,1,,,,,,,,,7296.0481318980455,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.0019406676292419434,0.48978184908628464,,7298.5504073649645,test,3,,,,,,,7296.0670410990715,7296.580367878079,7296.56381123513,7296.56381123513,7296.864062987268,7297.363405801356,7297.56428848207,7298.569177426398,left,1,0.43476319313049316,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,2,0,2,0,1,3,7,1,,,,,,,,,7298.550831981003,stop,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.0013833120465278625,0.4897354766726494,0.7900539711117744,7301.053067065775,test,3,,,,,,,7298.569177426398,7299.083158254623,7299.066364556551,7299.066364556551,7299.367097519338,7299.883642114699,7300.066674292088,7301.072049736977,left,1,0.3984920009970665,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,2,0,2,0,2,0,8,3,,,,,,,,,7301.053495183587,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,,0.0013981088995933533,0.48973413556814194,,7303.555908612907,test,3,,,,,,,7301.072049736977,7301.585759282112,7301.569164894521,7301.569164894521,7301.819318436086,7302.3203724473715,7302.56981536001,7303.574968054891,left,1,0.5345244482159615,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,2,0,2,0,2,1,9,2,,,,,,,,,7303.556351780891,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,,0.0016429349780082703,0.48947639018297195,,7306.058542154729,test,3,,,,,,,7303.574968054891,7304.088511429727,7304.071811489761,7304.071811489761,7304.322238475084,7304.8226761594415,7305.072436913848,7306.077475525439,right,1,0.5513869449496269,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,2,0,2,0,2,2,10,3,,,,,,,,,7306.0589892193675,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,,0.0011741146445274353,0.48995229601860046,,7308.561395056546,test,3,,,,,,,7306.077475525439,7306.591420955956,7306.574524477124,7306.574524477124,7306.825056754053,7307.324119731784,7307.575373791158,7308.580044932663,right,1,0.43241046369075775,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,2,0,2,0,2,3,11,2,,,,,,,,,7308.561839431524,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,,0.0012651756405830383,0.4895530417561531,,7311.063878208399,test,3,,,,,,,7308.580044932663,7309.094198338687,7309.077253326774,7309.077253326774,7309.327700294554,7309.826941385865,7310.0776578933,7311.083380743861,right,1,0.40172071009874344,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,2,0,2,0,3,0,12,2,,,,,,,,,7311.064310848713,stop,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,,0.0018914639949798584,0.48996230214834213,0.7403186410665512,7313.567562177777,test,3,,,,,,,7311.083380743861,7311.59949375689,7311.580562055111,7311.580562055111,7311.830392792821,7312.330930478871,7312.581187881529,7313.586930111051,left,1,0.4252317473292351,0.2,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,3,1,13,0,,,,,,,,,7313.567999191582,stop,squareblack.png,right,0.2,,,,,,,,,,,,,,,,,,0.0023846998810768127,0.48871855437755585,0.6888004168868065,7316.069824688137,test,3,,,,,,,7313.586930111051,7314.099472545087,7314.083041839302,7314.083041839302,7314.283248864114,7314.784035272896,7315.083231776953,7316.088662289083,right,1,0.6536514535546303,0.15,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,2,0,2,0,3,2,14,1,,,,,,,,,7316.070254221559,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,,,,0.0013250559568405151,0.4895261600613594,,7318.572485640645,test,3,,,,,,,7316.088662289083,7316.602376744151,7316.585914492607,7316.585914492607,7316.736151240766,7317.236563906074,7317.586522385478,7318.59175132215,right,1,0.5059623941779137,0.15,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,2,0,2,0,3,3,15,3,,,,,,,,,7318.572915971279,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,,,,0.0017831102013587952,0.4898518994450569,,7321.075302019715,test,3,,,,,,,7318.59175132215,7319.105163745582,7319.08860167861,7319.08860167861,7319.238883703947,7319.739215232432,7320.089126065373,7321.094063535333,left,1,0.5514219403266907,0.15,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,2,0,2,0,4,0,16,1,,,,,,,,,7321.075736999512,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,,,,0.0013714879751205444,0.489752896130085,,7323.578103132546,test,3,,,,,,,7321.094063535333,7321.60808583349,7321.591341555119,7321.591341555119,7321.741604320705,7322.241984300315,7322.591820389032,7323.597149811685,left,1,0.4614250883460045,0.15,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,2,0,2,0,4,1,17,1,,,,,,,,,7323.578537762165,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,,,,0.001658804714679718,0.4895342141389847,,7326.080892644823,test,3,,,,,,,7323.597149811685,7324.110810056329,7324.09428088367,7324.09428088367,7324.244203276932,7324.744726516306,7325.094844542444,7326.099819935858,right,1,0.6054259762167931,0.15,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,4,2,18,0,,,,,,,,,7326.081330612302,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,,,,0.0015161409974098206,0.4896043986082077,,7328.5838475599885,test,3,,,,,,,7326.099819935858,7326.613392338157,7326.596843793988,7326.596843793988,7326.747339040041,7327.24746645987,7327.597851924598,7328.6032122299075,right,1,0.9254675731062889,0.15,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,2,0,2,0,4,3,19,3,,,,,,,,,7328.584293849766,stop,circleblack.png,left,0.15,,,,,,,,,,,,,,,,,,0.0019169598817825317,0.48952872306108475,0.6398540288209915,7331.0863025560975,test,3,,,,,,,7328.6032122299075,7329.116251088679,7329.099528588355,7329.099528588355,7329.250053308904,7329.750156193972,7330.100909523666,7331.105110615492,None,0,,0.2,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,2,0,2,0,5,0,20,2,,,,,,,,,7331.086736902595,go,circleblack.png,left,0.2,,,,,,,,,,,,,,,,,,0.0013126060366630554,0.4898846074938774,,7333.589288622141,test,3,,,,,,,7331.105110615492,7331.6191052645445,7331.60234413296,7331.60234413296,7331.802802488208,7332.303071163595,7332.602821625769,7333.608336865902,left,1,0.4054007902741432,0.2,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,2,0,2,0,5,1,21,1,,,,,,,,,7333.589727714658,go,circleblack.png,left,0.2,,,,,,,,,,,,,,,,,,0.0013598427176475525,0.48947566747665405,,7336.091624155641,test,3,,,,,,,7333.608336865902,7334.121701106429,7334.1052769348025,7334.1052769348025,7334.305203653872,7334.805731154978,7335.10614541173,7336.110780969262,left,1,0.4015686437487602,0.2,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,2,0,2,0,5,2,22,3,,,,,,,,,7336.092057272792,stop,squareblack.png,right,0.2,,,,,,,,,,,,,,,,,,0.0017229840159416199,0.48976049572229385,0.690115712583065,7338.594783239067,test,3,,,,,,,7336.110780969262,7336.624574907124,7336.608010917902,7336.608010917902,7336.807945691049,7337.3086738064885,7337.609007366002,7338.61327855289,None,0,,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,2,0,2,0,5,3,23,2,,,,,,,,,7338.595216296613,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,,0.0012605637311935425,0.48954951018095016,,7341.097173623741,test,3,,,,,,,7338.61327855289,7339.127297326922,7339.1105466187,7339.1105466187,7339.360815323889,7339.861263513565,7340.111024990678,7341.115773253143,right,1,0.44305650889873505,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,6,0,24,0,,,,,,,,,7341.097603581846,stop,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,,0.0011851117014884949,0.4898388460278511,0.740184985101223,7343.600349858403,test,3,,,,,,,7341.115773253143,7341.629761442542,7341.613399870694,7341.613399870694,7341.863547034562,7342.363923251629,7342.614275962114,7343.619718998671,None,0,,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,2,0,2,0,6,1,25,2,,,,,,,,,7343.600796230137,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.0020384788513183594,0.4898228123784065,,7346.103068731725,test,3,,,,,,,7343.619718998671,7344.132733784616,7344.11603923142,7344.11603923142,7344.416284799576,7344.916993461549,7345.116263568401,7346.12199614197,left,1,0.49792201071977615,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,2,0,2,0,6,2,26,1,,,,,,,,,7346.103513725102,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.001432850956916809,0.48912277817726135,,7348.605304263532,test,3,,,,,,,7346.12199614197,7346.635546572506,7346.618741810322,7346.618741810322,7346.919197566807,7347.419786311686,7347.619254656136,7348.624288536608,left,1,0.5679318755865097,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,2,0,2,0,6,3,27,1,,,,,,,,,7348.605731844902,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.0012508556246757507,0.4898092821240425,,7351.108294069767,test,3,,,,,,,7348.624288536608,7349.1385054811835,7349.121458515525,7349.121458515525,7349.421892568469,7349.920968174934,7350.12214499712,7351.127357378602,left,1,0.4252713695168495,0.3,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,7,0,28,0,,,,,,,,,7351.108742155135,stop,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,,0.001385606825351715,0.4893728494644165,0.7899888455867767,7353.611228883266,test,3,,,,,,,7351.127357378602,7351.640853710473,7351.624177657068,7351.624177657068,7351.924614012241,7352.4239587038755,7352.625111870468,7353.629980057478,left,1,0.4350586086511612,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,7,1,29,0,,,,,,,,,7353.6116680800915,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,,0.0012823790311813354,0.4897330552339554,,7356.113819666207,test,3,,,,,,,7353.629980057478,7354.143738344312,7354.127195872366,7354.127195872366,7354.377393327653,7354.878025278449,7355.127481490374,7356.1330901533365,left,1,0.5803184136748314,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,7,2,30,0,,,,,,,,,7356.1142488271,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,,0.0016668513417243958,0.4901828467845917,,7358.616766914725,test,3,,,,,,,7356.1330901533365,7356.646897442639,7356.630025975406,7356.630025975406,7356.880189448595,7357.383521795273,7357.630756475031,7358.635642968118,right,1,0.45327239483594894,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
None,None,,,,,,,,,2,0,2,0,7,3,31,3,,,,,,,,,7358.617197215557,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,,0.0013879090547561646,0.4896564930677414,,7361.119336307049,test,3,,,,,,,7358.635642968118,7359.1495837420225,7359.132675252855,7359.132675252855,7359.383262217045,7359.8835068792105,7360.132917113602,7361.138255059719,right,1,0.6064698323607445,0.25,,,,,,,,,,,s027,001,2024-08-12_16h11.34.137,simplestop_skeleton,2022.2.2,60.143088484563435,
