corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,goResp.rt,text.started,rules_2.started,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text.stopped,rules_2.stopped,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,test_fixation.stopped,goStim_test.started,goResp_test.started,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
None,None,,,,,,,,,0,0,0,0,10,2,42,2,,,,,,,,,736.8298518955708,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,0.0013912022113800049,0.4895303286612034,,739.3321937732399,test,1,,,,,,,,,736.8484015390277,737.3622872978449,737.3450784571469,737.3450784571469,737.6456156037748,738.1453031562269,738.3456328324974,739.3515091128647,left,1,0.4185231365263462,0.3,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,10,3,43,3,,,,,,,,,739.3326476067305,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,0.0017935894429683685,0.48945002630352974,,741.8350345492363,test,1,,,,,,,,,739.3515091128647,739.8647261746228,739.8478956632316,739.8478956632316,740.1484681479633,740.6487738005817,740.8490741550922,741.8538260161877,right,1,0.37466681376099586,0.3,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,11,0,44,0,,,,,,,,,741.8355045989156,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,0.0013317428529262543,0.48955218866467476,,744.3373294398189,test,1,,,,,,,,,741.8538260161877,742.3672507703304,742.3506802096963,742.3506802096963,742.6510654911399,743.1516400948167,743.351776458323,744.3562162816525,right,1,0.5353625118732452,0.3,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,11,1,45,0,,,,,,,,,744.3377755582333,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,0.0011944547295570374,0.4902753047645092,,746.8399819843471,test,1,,,,,,,,,744.3562162816525,744.8706828951836,744.8535392731428,744.8535392731428,745.1537712663412,745.6543103866279,745.854594077915,746.8599855303764,right,1,0.45496227592229843,0.3,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,11,2,46,2,,,,,,,,,746.8404240347445,stop,circleblack.png,left,0.3,,,,,,,,,,,,,,,,0.002271641045808792,0.4896249584853649,0.7898859828710556,749.3434042558074,test,1,,,,,,,,,746.8599855303764,747.3732516430318,747.3561696000397,747.3561696000397,747.6565523184836,748.1568906195462,748.3572760634124,749.3626760467887,left,1,0.32740822434425354,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,0,0,0,0,11,3,47,1,,,,,,,,,749.3438513167202,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,0.0017103925347328186,0.48952678963541985,,751.846027046442,test,1,,,,,,,,,749.3626760467887,749.8775765486062,749.8591102175415,749.8591102175415,750.1093092150986,750.6091118976474,750.860163655132,751.8672848045826,right,1,0.3063255101442337,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
,,,,,,,,,,0,0,0,0,,,,,,"[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751.8672848045826,751.8672848045826,return,25.5075098387897,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,0,0,0,1,,,,,,,,,777.3979127444327,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,0.0018581897020339966,0.49839986860752106,,779.9104563593864,test,2,,,,,,,,,777.4175273925066,777.9231642447412,777.9231642447412,777.9231642447412,778.1734810955822,778.6741185896099,778.9243038967252,779.929488543421,left,1,0.5263153724372387,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,0,1,1,3,,,,,,,,,779.9110000357032,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,0.0013613849878311157,0.4896388053894043,,782.4128011241555,test,2,,,,,,,,,779.929488543421,780.4429236128926,780.42611573264,780.42611573264,780.6764900274575,781.176522217691,781.427353516221,782.4324692077935,left,1,0.3681977391242981,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,0,2,2,3,,,,,,,,,782.4132398068905,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,0.0018205754458904266,0.489309124648571,,784.9154707938433,test,2,,,,,,,,,782.4324692077935,782.9455436766148,782.9288116171956,782.9288116171956,783.1790849938989,783.6790351197124,783.9298221282661,784.9348921105266,right,1,0.31791043281555176,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,0,3,3,1,,,,,,,,,784.9159021042287,stop,circleblack.png,left,0.25,,,,,,,,,,,,,,,,0.0019804686307907104,0.48975449427962303,0.7399737872183323,787.4183761700988,test,2,,,,,,,,,784.9348921105266,785.4484510459006,785.431472837925,785.431472837925,785.6817107461393,786.1837666518986,786.4322654493153,787.4373285844922,left,1,0.37231096997857094,0.2,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,1,0,4,1,,,,,,,,,787.4188135117292,go,circleblack.png,left,0.2,,,,,,,,,,,,,,,,0.0014531277120113373,0.48961665481328964,,789.9212454594672,test,2,,,,,,,,,787.4373285844922,787.9507926143706,787.9342484772205,787.9342484772205,788.1346492134035,788.6347736567259,788.9355762675405,789.9403073228896,left,1,0.2984069883823395,0.2,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,1,1,5,2,,,,,,,,,789.921677287668,stop,circleblack.png,left,0.2,,,,,,,,,,,,,,,,0.001411285251379013,0.4893936924636364,0.6895433031022549,792.4242342598736,test,2,,,,,,,,,789.9403073228896,790.453729018569,790.4373863600194,790.4373863600194,790.6372294686735,791.1379657126963,791.4385014735162,792.4434894137084,left,1,0.45102112367749214,0.15,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,1,2,6,0,,,,,,,,,792.4246771410108,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,,0.0019295178353786469,0.48929042741656303,,794.926535077393,test,2,,,,,,,,,792.4434894137084,792.9567253664136,792.939854528755,792.939854528755,793.0903181359172,793.5893814265728,793.9411461427808,794.9457189850509,right,1,0.317794568836689,0.15,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,1,3,7,1,,,,,,,,,794.9270526468754,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,,0.001340128481388092,0.48973021656274796,,797.4296519495547,test,2,,,,,,,,,794.9457189850509,795.4592161625624,795.4427322745323,795.4427322745323,795.5927539616823,796.0934877060354,796.443800650537,797.4485722631216,right,1,0.4847482405602932,0.15,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,2,0,8,3,,,,,,,,,797.4300828017294,stop,squareblack.png,right,0.15,,,,,,,,,,,,,,,,0.001428905874490738,0.48960741236805916,0.6394817605614662,799.9322039559484,test,2,,,,,,,,,797.4485722631216,797.961875513196,797.9453022032976,797.9453022032976,798.0958291217685,798.5960414111614,798.9467047676444,799.9509755969048,None,0,,0.2,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,2,1,9,0,,,,,,,,,799.9326447322965,stop,squareblack.png,right,0.2,,,,,,,,,,,,,,,,0.0013137906789779663,0.4895865321159363,0.6899670027196407,802.4349979646504,test,2,,,,,,,,,799.9509755969048,800.4646327346563,800.44803449139,800.44803449139,800.6483103260398,801.1489165611565,801.4489539340138,802.4544238187373,right,1,0.3150266669690609,0.15,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,2,2,10,2,,,,,,,,,802.4354491904378,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,,0.0020899325609207153,0.4896969310939312,,804.9376772269607,test,2,,,,,,,,,802.4544238187373,802.9673471823335,802.9508243761957,802.9508243761957,803.1011606901884,803.6012093871832,803.9518006592989,804.957168918103,right,0,0.3492183946073055,0.15,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,2,3,11,0,,,,,,,,,804.9381606765091,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,,0.0017532408237457275,0.48939981684088707,,807.4404745362699,test,2,,,,,,,,,804.957168918103,805.4703095369041,805.4534438513219,805.4534438513219,805.6039467602968,806.104248970747,806.4546876959503,807.4593012593687,right,1,0.39531154930591583,0.15,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,3,0,12,0,,,,,,,,,807.4409199543297,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,,0.0012946277856826782,0.48973530530929565,,809.943552274257,test,2,,,,,,,,,807.4593012593687,807.9731234051287,807.9563843645155,807.9563843645155,808.1066305749118,808.6058359704912,808.9574761353433,809.9628321453929,right,1,0.32914721220731735,0.15,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,3,1,13,0,,,,,,,,,809.9440012276173,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,,0.0020227693021297455,0.48960021510720253,,812.4457097016275,test,2,,,,,,,,,809.9628321453929,810.4757415354252,810.4592157416046,810.4592157416046,810.6092651598155,811.1085389405489,811.4601470567286,812.4650513231754,left,1,0.3001851961016655,0.15,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,3,2,14,1,,,,,,,,,812.4461439996958,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,,0.0016613341867923737,0.48974742740392685,,814.9484949707985,test,2,,,,,,,,,812.4650513231754,812.978417225182,812.9618008881807,812.9618008881807,813.112203028053,813.6125560551882,813.9628367498517,814.9672988802195,right,1,0.37130704894661903,0.15,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,3,3,15,2,,,,,,,,,814.9490088783205,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,,0.0011701211333274841,0.48959387838840485,,817.4518387205899,test,2,,,,,,,,,814.9672988802195,815.4811776764691,815.4646831788123,815.4646831788123,815.6146593801677,816.116614241153,816.4658109731972,817.4712865166366,right,1,0.30926500633358955,0.15,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,4,0,16,0,,,,,,,,,817.4522859938443,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,,0.0026086121797561646,0.48935604467988014,,819.9540605023503,test,2,,,,,,,,,817.4712865166366,817.9841916263103,817.9676960371435,817.9676960371435,818.1175927743316,818.6180960126221,818.9685320705175,819.9729401506484,left,1,0.3645026236772537,0.15,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,4,1,17,3,,,,,,,,,819.9544979780912,stop,circleblack.png,left,0.15,,,,,,,,,,,,,,,,0.001496594399213791,0.49000514671206474,0.6401403956115246,822.4570482075214,test,2,,,,,,,,,819.9729401506484,820.486821770668,820.470303915441,820.470303915441,820.6205760873854,821.1377235129476,821.4712623544037,822.4757393486798,left,1,0.29029450565576553,0.1,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,4,2,18,0,,,,,,,,,822.45749367401,go,circleblack.png,left,0.1,,,,,,,,,,,,,,,,0.0013960972428321838,0.48958150669932365,,824.9597383402288,test,2,,,,,,,,,822.4757393486798,822.9895492196083,822.9727974310517,822.9727974310517,823.0730344541371,823.5736217871308,823.9740117564797,824.978904325515,left,1,0.3383220173418522,0.1,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,4,3,19,2,,,,,,,,,824.960184071213,stop,squareblack.png,right,0.1,,,,,,,,,,,,,,,,0.0016844198107719421,0.4894965663552284,0.589776623994112,827.4626984931529,test,2,,,,,,,,,824.978904325515,825.4922384954989,825.4757242500782,825.4757242500782,825.5756222009659,826.0762600153685,826.4767362363636,827.4819751009345,None,0,,0.15,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,5,0,20,2,,,,,,,,,827.4631403498352,stop,circleblack.png,left,0.15,,,,,,,,,,,,,,,,0.0018626488745212555,0.4900099188089371,0.6400730982422829,829.9654811248183,test,2,,,,,,,,,827.4819751009345,827.9951967746019,827.9789309948683,827.9789309948683,828.1286097019911,828.6293686144054,828.9798620380461,829.9847031272948,None,0,,0.2,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,5,1,21,2,,,,,,,,,829.9659948684275,stop,squareblack.png,right,0.2,,,,,,,,,,,,,,,,0.0017375387251377106,0.48928942903876305,0.6895726732909679,832.4679168909788,test,2,,,,,,,,,829.9847031272948,830.4979756996036,830.4815702885389,830.4815702885389,830.6814782992005,831.1819231770933,831.482378218323,832.4870268106461,None,0,,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,5,2,22,3,,,,,,,,,832.4683493487537,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,0.0012953095138072968,0.4895135350525379,,834.97057633847,test,2,,,,,,,,,832.4870268106461,833.0005365461111,832.9837121926248,832.9837121926248,833.2342541702092,833.7346232533455,833.98501650244,834.9897973164916,right,1,0.49426639825105667,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,5,3,23,0,,,,,,,,,834.9710109420121,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,0.0017611794173717499,0.48957080766558647,,837.4737172238529,test,2,,,,,,,,,834.9897973164916,835.5034166388214,835.4864378832281,835.4864378832281,835.7368580847979,836.2373823039234,836.4882936254144,837.4934884943068,left,1,0.534315250813961,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,6,0,24,1,,,,,,,,,837.4741846434772,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,0.0022601336240768433,0.48926959186792374,,839.9762363135815,test,2,,,,,,,,,837.4934884943068,838.0061475597322,837.989595092833,837.989595092833,838.2398708313704,838.7401567585766,838.9906633719802,839.9948664233088,right,1,0.34440427646040916,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,6,1,25,3,,,,,,,,,839.9766752310097,stop,squareblack.png,right,0.25,,,,,,,,,,,,,,,,0.0012387819588184357,0.49018774554133415,0.7401825301349163,842.4788312017918,test,2,,,,,,,,,839.9948664233088,840.5090298466384,840.4924187585711,840.4924187585711,840.7426132261753,841.2430647648871,841.4931766688824,842.4977173954248,None,0,,0.3,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,6,2,26,1,,,,,,,,,842.4792734794319,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,,0.0011986754834651947,0.49010591581463814,0.7900570929050446,844.9817896038294,test,2,,,,,,,,,842.4977173954248,843.0117138773203,842.9951374977827,842.9951374977827,843.2952458448708,843.7953010611236,843.9955052956939,845.0006127096713,right,1,0.3560671731829643,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,6,3,27,1,,,,,,,,,844.9822222478688,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,0.001345209777355194,0.4895806536078453,,847.4848765097558,test,2,,,,,,,,,845.0006127096713,845.5145887322724,845.4979423135519,845.4979423135519,845.7481730394065,846.2485762163997,846.4984646365047,847.504482768476,right,1,0.4487636387348175,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,7,0,28,3,,,,,,,,,847.4853274710476,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,0.0015450753271579742,0.48914358764886856,,849.9875755086541,test,2,,,,,,,,,847.504482768476,848.0172625482082,848.000689893961,848.000689893961,848.250983774662,848.750021211803,849.0014041662216,850.0064502358437,right,1,0.4252195619046688,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,7,1,29,2,,,,,,,,,849.9880089275539,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,0.0013179183006286621,0.48951033502817154,,852.4903601966798,test,2,,,,,,,,,850.0064502358437,850.520222183317,850.5033309422433,850.5033309422433,850.7538327090442,851.2553378269076,851.5039359107614,852.5096590854228,right,1,0.3827918469905853,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,7,2,30,2,,,,,,,,,852.4908014312387,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,0.0019627846777439117,0.48963864147663116,,854.9930947497487,test,2,,,,,,,,,852.5096590854228,853.0231520943344,853.0060100480914,853.0060100480914,853.2564242966473,853.7557227984071,854.0069031119347,855.0121152363718,left,1,0.41559065505862236,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,7,3,31,2,,,,,,,,,854.9935375005007,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,0.001440543681383133,0.4896562620997429,,857.4957521259785,test,2,,,,,,,,,855.0121152363718,855.5257119722664,855.5094614624977,855.5094614624977,855.7592424452305,856.2595106139779,856.5099241659045,857.5148372538388,left,1,0.3498707190155983,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,8,0,32,1,,,,,,,,,857.4961875043809,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,0.0014048852026462555,0.4892742857336998,,859.9983493089676,test,2,,,,,,,,,857.5148372538388,858.0283929035068,858.0115578100085,858.0115578100085,858.2617743946612,858.7625628337264,859.0122631303966,860.017499063164,left,1,0.5769639797508717,0.25,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,8,1,33,3,,,,,,,,,859.9987810142338,stop,circleblack.png,left,0.25,,,,,,,,,,,,,,,,0.0013462230563163757,0.49003148823976517,0.7400137446820736,862.5008296146989,test,2,,,,,,,,,860.017499063164,860.5309504792094,860.5143279656768,860.5143279656768,860.7645945996046,861.265173330903,861.515381205827,862.5194207914174,None,0,,0.3,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,8,2,34,1,,,,,,,,,862.5012694187462,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,0.0012545697391033173,0.49005066975951195,,865.0037428922951,test,2,,,,,,,,,862.5194207914174,863.0336835198104,863.0172406323254,863.0172406323254,863.3175721429288,863.818016000092,864.0182570852339,865.0226407833397,left,1,0.6093469001352787,0.3,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,8,3,35,0,,,,,,,,,865.0041875913739,stop,circleblack.png,left,0.3,,,,,,,,,,,,,,,,0.0012952350080013275,0.4899611510336399,0.790645245462656,867.5066276714206,test,2,,,,,,,,,865.0226407833397,865.536584097892,865.5199286788702,865.5199286788702,865.8222506009042,866.3377328589559,866.5207761004567,867.5257857739925,None,0,,0.35,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,9,0,36,1,,,,,,,,,867.5070710293949,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,,0.0013849139213562012,0.489413782954216,,870.0093293786049,test,2,,,,,,,,,867.5257857739925,868.0394783616066,868.0227072499692,868.0227072499692,868.3729089275002,868.8731840215623,869.0231471769512,870.0285000577569,left,1,0.43931642919778824,0.35,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
None,None,,,,,,,,,1,0,1,0,9,1,37,2,,,,,,,,,870.0097726769745,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,,0.0013869963586330414,0.4896034151315689,,872.5125195384026,test,2,,,,,,,,,870.0285000577569,870.5419205725193,870.5254046879709,870.5254046879709,870.8756412416697,871.3759938776493,871.5259162560105,872.5314124338329,left,1,0.45608894526958466,0.35,,,,,,,,,,,s006,001,2024-06-21_16h59.02.901,simplestop_skeleton,2022.2.2,59.95102219630147,
