corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,text.started,rules_2.started,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,text.stopped,rules_2.stopped,goResp.rt,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,goStim_test.started,goResp_test.started,test_fixation.stopped,stopSignal_test.started,goStim_test.stopped,stopSignal_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,0,3,3,0,,,,,,,,,3438.8937131538987,go,squareblack.png,right,0.2,,,,,,,,,,,,,,,0.001265108585357666,0.4895455464720726,,3441.3957903906703,test,3,,,,,,,,,,3438.9117701649666,3439.4091486409307,3439.4091486409307,3439.425845980644,3439.6092496439815,3440.409793920815,3440.108488112688,3441.4168019145727,right,1,0.39089661091566086,0.2,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,1,0,4,2,,,,,,,,,3441.396231710911,go,circleblack.png,left,0.2,,,,,,,,,,,,,,,0.004434935748577118,0.4898776412010193,,3443.898618198931,test,3,,,,,,,,,,3441.4168019145727,3441.912000924349,3441.912000924349,3441.9286852553487,3442.112133361399,3442.912423223257,3442.6113019660115,3443.9177880212665,left,1,0.34777751564979553,0.2,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,1,1,5,0,,,,,,,,,3443.8990630358458,go,circleblack.png,left,0.2,,,,,,,,,,,,,,,0.0013454332947731018,0.4894048944115639,,3446.4012606441975,test,3,,,,,,,,,,3443.9177880212665,3444.4145700484514,3444.4145700484514,3444.431241437793,3444.6135583892465,3445.4156452193856,3445.115291558206,3446.4203182160854,left,1,0.36470119655132294,0.2,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,1,2,6,1,,,,,,,,,3446.401705481112,go,circleblack.png,left,0.2,,,,,,,,,,,,,,,0.0012552589178085327,0.48974426090717316,,3448.9047077447176,test,3,,,,,,,,,,3446.4203182160854,3446.917346596718,3446.917346596718,3446.934145614505,3447.117703549564,3447.9179443344474,3447.6167783141136,3448.923911742866,left,1,0.32282041758298874,0.2,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,1,3,7,3,,,,,,,,,3448.9051495194435,go,squareblack.png,right,0.2,,,,,,,,,,,,,,,0.0018045604228973389,0.4892355725169182,,3451.406949095428,test,3,,,,,,,,,,3448.923911742866,3449.42046187073,3449.42046187073,3449.436973065138,3449.6204730942845,3450.4216117560863,3450.1204471215606,3451.4262989759445,right,1,0.41443605720996857,0.2,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,2,0,8,3,,,,,,,,,3451.4073902219534,stop,circleblack.png,left,0.2,,,,,,,,,,,,,,,0.0017815753817558289,0.48999832570552826,0.6904062852263451,3453.9095342606306,test,3,,,,,,,,,,3451.4262989759445,3451.923124656081,3451.923124656081,3451.939647644758,3452.1231225430965,3452.9236069768667,3452.6228948384523,3453.929192684591,right,0,0.3922501653432846,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,2,1,9,1,,,,,,,,,3453.909964427352,stop,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.0017705485224723816,0.48956699669361115,0.6397750079631805,3456.412544183433,test,3,,,,,,,,,,3453.929192684591,3454.4258242323995,3454.4258242323995,3454.44248572737,3454.5758095532656,3455.426953203976,3455.076522603631,3456.4318740591407,None,0,,0.2,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,2,2,10,0,,,,,,,,,3456.412984125316,go,circleblack.png,left,0.2,,,,,,,,,,,,,,,0.0017400458455085754,0.4894959479570389,,3458.91526645422,test,3,,,,,,,,,,3456.4318740591407,3456.9283475652337,3456.9283475652337,3456.9451661109924,3457.1288170069456,3457.929034344852,3457.627812281251,3458.9339266717434,left,1,0.3511844500899315,0.2,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,2,3,11,1,,,,,,,,,3458.9157002344728,stop,circleblack.png,left,0.2,,,,,,,,,,,,,,,0.0012723207473754883,0.48986923694610596,0.6903774365782738,3461.4184308201075,test,3,,,,,,,,,,3458.9339266717434,3459.431378811598,3459.431378811598,3459.4478078708053,3459.6316704675555,3460.4320013672113,3460.1309610903263,3461.43741799891,left,1,0.37599141895771027,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,3,0,12,0,,,,,,,,,3461.418856561184,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,0.0013797283172607422,0.4892785772681236,,3463.920836381614,test,3,,,,,,,,,,3461.43741799891,3461.934306114912,3461.934306114912,3461.950639002025,3462.0844208970666,3462.9345562383533,3462.5834069922566,3463.9399785771966,left,1,0.3448697403073311,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,3,1,13,1,,,,,,,,,3463.9212844893336,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.0015994608402252197,0.4894043728709221,,3466.4240863248706,test,3,,,,,,,,,,3463.9399785771966,3464.4369416609406,3464.4369416609406,3464.4536408260465,3464.5874849930406,3465.437340348959,3465.086184181273,3466.4436188563704,right,1,0.33963415026664734,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,3,2,14,2,,,,,,,,,3466.4245262145996,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,0.0021190866827964783,0.4895486533641815,,3468.9265109822154,test,3,,,,,,,,,,3466.4436188563704,3466.9395622760057,3466.9395622760057,3466.9566058963537,3467.0898557007313,3467.940088801086,3467.5902987867594,3468.9463070854545,left,1,0.40201353281736374,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,3,3,15,2,,,,,,,,,3468.9269545450807,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.0018011480569839478,0.48944494128227234,,3471.4292971640825,test,3,,,,,,,,,,3468.9463070854545,3469.4423951134086,3469.4423951134086,3469.4589177146554,3469.5929190814495,3470.443104803562,3470.093055307865,3471.448957256973,right,1,0.4103671908378601,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,4,0,16,3,,,,,,,,,3471.429738484323,stop,circleblack.png,left,0.15,,,,,,,,,,,,,,,0.0018868818879127502,0.4895600602030754,0.6397317126393318,3473.9318526387215,test,3,,,,,,,,,,3471.448957256973,3471.9450488761067,3471.9450488761067,3471.9619474709034,3472.0952995941043,3472.946127384901,3472.5959150493145,3473.9508439302444,None,0,,0.2,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,4,1,17,0,,,,,,,,,3473.932303071022,stop,squareblack.png,right,0.2,,,,,,,,,,,,,,,0.0016379207372665405,0.4897495433688164,0.6886308491230011,3476.434742078185,test,3,,,,,,,,,,3473.9508439302444,3474.4478532224894,3474.4478532224894,3474.4644669145346,3474.6468185707927,3475.4490080848336,3475.1489480361342,3476.4537881836295,None,0,,0.25,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,4,2,18,2,,,,,,,,,3476.4351801872253,stop,circleblack.png,left,0.25,,,,,,,,,,,,,,,0.0017823800444602966,0.4899650141596794,0.7400555163621902,3478.9373575672507,test,3,,,,,,,,,,3476.4537881836295,3476.9505441635847,3476.9505441635847,3476.967491619289,3477.2010391503572,3477.950361736119,3477.7004698589444,3478.956426590681,left,1,0.3852114602923393,0.2,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,4,3,19,1,,,,,,,,,3478.9378669038415,go,circleblack.png,left,0.2,,,,,,,,,,,,,,,0.0013810992240905762,0.489928163588047,,3481.4403960481286,test,3,,,,,,,,,,3478.956426590681,3479.4535307213664,3479.4535307213664,3479.470209658146,3479.6539123132825,3480.453792348504,3480.154107645154,3481.459886819124,left,1,0.46784166991710663,0.2,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,5,0,20,3,,,,,,,,,3481.4410614073277,go,squareblack.png,right,0.2,,,,,,,,,,,,,,,0.0022460296750068665,0.4891161769628525,,3483.9426164105535,test,3,,,,,,,,,,3481.459886819124,3481.9562978744507,3481.9562978744507,3481.9730981066823,3482.1565994396806,3482.9567941725254,3482.6557293087244,3483.96146029979,right,1,0.38787665218114853,0.2,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,5,1,21,2,,,,,,,,,3483.943062901497,stop,squareblack.png,right,0.2,,,,,,,,,,,,,,,0.0012640058994293213,0.4898416996002197,0.6901866868138313,3486.4457337111235,test,3,,,,,,,,,,3483.96146029979,3484.458760470152,3484.458760470152,3484.4755801334977,3484.6590836793184,3485.4593498185277,3485.158272817731,3486.4646577239037,right,1,0.3728654831647873,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,5,2,22,0,,,,,,,,,3486.446166269481,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.0013675019145011902,0.4895016849040985,,3488.948432415724,test,3,,,,,,,,,,3486.4646577239037,3486.96164342016,3486.96164342016,3486.9783153384924,3487.111675173044,3487.962456293404,3487.6112719401717,3488.9678564444184,right,1,0.35846179723739624,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,5,3,23,3,,,,,,,,,3488.9488740190864,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,0.0018907338380813599,0.48987041413784027,,3491.451244086027,test,3,,,,,,,,,,3488.9678564444184,3489.4643767997622,3489.4643767997622,3489.481150493026,3489.614623300731,3490.4649962484837,3490.1150866001844,3491.470715381205,left,1,0.39096617698669434,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,6,0,24,3,,,,,,,,,3491.451683625579,stop,circleblack.png,left,0.15,,,,,,,,,,,,,,,0.0014715418219566345,0.48986606299877167,0.6395521983504295,3493.9539981260896,test,3,,,,,,,,,,3491.470715381205,3491.9672510400414,3491.9672510400414,3491.9839939177036,3492.117440417409,3492.968064278364,3492.616494975984,3493.9731727540493,right,0,0.31829074025154114,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,6,1,25,2,,,,,,,,,3493.9544311091304,go,circleblack.png,left,0.1,,,,,,,,,,,,,,,0.0013950467109680176,0.48952963203191757,,3496.456647723913,test,3,,,,,,,,,,3493.9731727540493,3494.469883225858,3494.469883225858,3494.48687966913,3494.5702812075615,3495.470206975937,3495.0707385912538,3496.476308763027,left,1,0.3719559833407402,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,6,2,26,0,,,,,,,,,3496.4570861905813,go,circleblack.png,left,0.1,,,,,,,,,,,,,,,0.0014098882675170898,0.48982200026512146,,3498.959530159831,test,3,,,,,,,,,,3496.476308763027,3496.9729810357094,3496.9729810357094,3496.9894983917475,3497.0731894671917,3497.9733444154263,3497.5734006017447,3498.979532495141,left,1,0.38961224257946014,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,6,3,27,3,,,,,,,,,3498.959968201816,stop,circleblack.png,left,0.1,,,,,,,,,,,,,,,0.0015372112393379211,0.4890209436416626,0.5893035009503365,3501.462552845478,test,3,,,,,,,,,,3498.979532495141,3499.47569976002,3499.47569976002,3499.492111630738,3499.5756375566125,3500.476719081402,3500.076151907444,3501.4876080676913,None,0,,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,7,0,28,3,,,,,,,,,3501.4629942551255,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.007888689637184143,0.4896618723869324,,3503.9649939015508,test,3,,,,,,,,,,3501.4876080676913,3501.9784192070365,3501.9784192070365,3501.9950396046042,3502.1284966617823,3502.9786426201463,3502.6275499537587,3503.984096288681,right,1,0.33953578025102615,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,7,1,29,1,,,,,,,,,3503.9654407575727,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.0013466253876686096,0.48973871022462845,,3506.4678394272923,test,3,,,,,,,,,,3503.984096288681,3504.4809361696243,3504.4809361696243,3504.497747436166,3504.6297732517123,3505.4820636734366,3505.132038831711,3506.486949287355,right,1,0.3171689733862877,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,7,2,30,1,,,,,,,,,3506.4682821929455,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.0013438090682029724,0.4893335551023483,,3508.970608815551,test,3,,,,,,,,,,3506.486949287355,3506.9839481264353,3506.9839481264353,3507.000475488603,3507.133834116161,3507.9843585193157,3507.633113130927,3508.9893470183015,right,1,0.3124034181237221,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,7,3,31,1,,,,,,,,,3508.9710506647825,stop,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.0012541338801383972,0.48968150466680527,0.6398868784308434,3511.4733328148723,test,3,,,,,,,,,,3508.9893470183015,3509.4867084622383,3509.4867084622383,3509.5032525360584,3509.6366528198123,3510.4872023686767,3510.1358555927873,3511.492397390306,right,1,0.30047114193439484,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,8,0,32,3,,,,,,,,,3511.4737617895007,stop,squareblack.png,right,0.1,,,,,,,,,,,,,,,0.0013183578848838806,0.48954901844263077,0.5897493809461594,3513.9760718792677,test,3,,,,,,,,,,3511.492397390306,3511.989387564361,3511.989387564361,3512.0063880309463,3512.0895597040653,3512.9903562813997,3512.5898308083415,3513.994716845453,None,0,,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,8,1,33,0,,,,,,,,,3513.9765213653445,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.0012612566351890564,0.489673912525177,,3516.478706896305,test,3,,,,,,,,,,3513.994716845453,3514.4924252405763,3514.4924252405763,3514.5086861625314,3514.6421052515507,3515.4925721660256,3515.142642684281,3516.5046169757843,right,1,0.44057561457157135,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,8,2,34,2,,,,,,,,,3516.47913929075,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,0.00862189382314682,0.4891067296266556,,3518.9814785569906,test,3,,,,,,,,,,3516.5046169757843,3516.9946064576507,3516.9946064576507,3517.011471249163,3517.1447436138988,3517.995499111712,3517.6456219628453,3519.000408872962,left,1,0.39844779670238495,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,8,3,35,1,,,,,,,,,3518.9819220229983,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,0.0013784393668174744,0.49008088558912277,,3521.484239883721,test,3,,,,,,,,,,3519.000408872962,3519.4975383654237,3519.4975383654237,3519.5145940482616,3519.6476140469313,3520.4985105916858,3520.1471160426736,3521.5031572654843,left,1,0.3626284748315811,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,9,0,36,2,,,,,,,,,3521.484684124589,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,0.001317545771598816,0.4897119700908661,,3523.9872570112348,test,3,,,,,,,,,,3521.5031572654843,3522.0006458237767,3522.0006458237767,3522.017016671598,3522.1505739614367,3523.001285493374,3522.6499794870615,3524.0067227706313,left,1,0.3333744928240776,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,9,1,37,0,,,,,,,,,3523.987686738372,stop,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.0018947795033454895,0.4900362193584442,0.6395823359489441,3526.490079715848,test,3,,,,,,,,,,3524.0067227706313,3524.5031003952026,3524.5031003952026,3524.5199287831783,3524.653433814645,3525.503654755652,3525.153699055314,3526.509468406439,right,1,0.38928478211164474,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,9,2,38,3,,,,,,,,,3526.490515857935,go,circleblack.png,left,0.1,,,,,,,,,,,,,,,0.0018924996256828308,0.48964180797338486,,3528.9926778152585,test,3,,,,,,,,,,3526.509468406439,3527.006000123918,3527.006000123918,3527.0227710679173,3527.105966448784,3528.006286755204,3527.606561012566,3529.011536717415,left,1,0.4129166826605797,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,9,3,39,0,,,,,,,,,3528.9931107759476,stop,circleblack.png,left,0.1,,,,,,,,,,,,,,,0.001395590603351593,0.489519938826561,0.5896739289164543,3531.49547855556,test,3,,,,,,,,,,3529.011536717415,3529.5085925012827,3529.5085925012827,3529.525535494089,3529.608757197857,3530.5095902457833,3530.109314404428,3531.514280408621,None,0,,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,10,0,40,1,,,,,,,,,3531.4959322586656,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,0.001369290053844452,0.4896309971809387,,3533.9980312287807,test,3,,,,,,,,,,3531.514280408621,3532.0115562826395,3532.0115562826395,3532.028020568192,3532.161528222263,3533.0118663087487,3532.66215916723,3534.017416343093,left,1,0.38627007603645325,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,10,1,41,2,,,,,,,,,3533.9984764531255,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.0016853958368301392,0.48960738629102707,,3536.5013424381614,test,3,,,,,,,,,,3534.017416343093,3534.5141854435205,3534.5141854435205,3534.5307749658823,3534.662894241512,3535.5152736902237,3535.164748519659,3536.520160958171,left,0,0.34324900060892105,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,10,2,42,3,,,,,,,,,3536.5017790719867,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.001424439251422882,0.48938439041376114,,3539.003455348313,test,3,,,,,,,,,,3536.520160958171,3537.0168765857816,3537.0168765857816,3537.033556714654,3537.167114444077,3538.0176196992397,3537.6675754263997,3539.0229492262006,right,1,0.42759891599416733,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,10,3,43,0,,,,,,,,,3539.0038840919733,go,circleblack.png,left,0.15,,,,,,,,,,,,,,,0.0018871799111366272,0.489988312125206,,3541.5062417909503,test,3,,,,,,,,,,3539.0229492262006,3539.519778355956,3539.519778355956,3539.536486007273,3539.669722504914,3540.5194562226534,3540.170254483819,3541.5254710763693,left,1,0.4746410995721817,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,11,0,44,2,,,,,,,,,3541.5066727250814,go,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.0017455220222473145,0.48966535925865173,,3544.0092453584075,test,3,,,,,,,,,,3541.5254710763693,3542.0225797966123,3542.0225797966123,3542.0390595793724,3542.172481171787,3543.022129558027,3542.6730265170336,3544.0280280336738,right,1,0.5902561470866203,0.15,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
$currentCorrectResponse,$currentGoStim,,,,,,,,,2,0,2,0,11,1,45,0,,,,,,,,,3544.0096805915236,stop,squareblack.png,right,0.15,,,,,,,,,,,,,,,0.0013358816504478455,0.48968421667814255,0.639835923910141,3546.5120401382446,test,3,,,,,,,,,,3544.0280280336738,3544.5253152772784,3544.5253152772784,3544.5420466586947,3544.67547955364,3545.5258145332336,3545.174630343914,3546.5332673713565,right,1,0.3508777543902397,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,11,2,46,2,,,,,,,,,3546.512484550476,go,squareblack.png,right,0.1,,,,,,,,,,,,,,,0.0019279718399047852,0.4874367341399193,,3549.014609120786,test,3,,,,,,,,,,3546.5332673713565,3547.028066277504,3547.028066277504,3547.0445616319776,3547.128196977079,3548.0288693383336,3547.6285863742232,3549.034159064293,right,1,0.3390338122844696,0.1,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
None,None,,,,,,,,,2,0,2,0,11,3,47,2,,,,,,,,,3549.0150580480695,stop,circleblack.png,left,0.1,,,,,,,,,,,,,,,0.0020026937127113342,0.4894488751888275,0.5899088829755783,3551.517387546599,test,3,,,,,,,,,,3549.034159064293,3549.5306206271052,3549.5306206271052,3549.5473066717386,3549.6307470425963,3550.5311204344034,3550.131296135485,3551.5329304784536,left,1,0.3860509693622589,0.05,,,,,,,,,,,s028,001,2024-08-15_09h49.49.957,simplestop_skeleton,2022.2.2,59.8396909362734,
