corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,text.started,rules_2.started,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,goResp.rt,text.stopped,rules_2.stopped,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,test_fixation.stopped,goStim_test.started,goResp_test.started,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
$currentCorrectResponse,$currentGoStim,0,0,0,0,2,1,9,0,,,,,,,,,,,,,,,,,1137.5447893738747,go,circleblack.png,left,0.3,1137.5641696229577,1137.5641696229577,1138.0606932602823,1138.0606932602823,1138.077577892691,1138.3613231927156,1138.8614755533636,1139.060264416039,1140.062998931855,1140.0796340480447,left,1,1140.0796340480447,1140.0796340480447,0.0012545287609100342,0.4899712912738323,0.7903143689036369,1140.564453996718,practice,1,0.6979718506336212,1140.5842779949307,1140.5842779949307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s016,001,2024-07-22_12h03.07.879,simplestop_skeleton,2022.2.2,59.94793615396527,
None,None,0,0,0,0,2,2,10,3,,,,,,,,,,,,,,,,,1140.5648654848337,stop,circleblack.png,left,0.3,1140.5842779949307,1140.5842779949307,1141.0807219967246,1141.0807219967246,1141.0973568037152,1141.3809430487454,1141.880040206015,1142.080282960087,1143.0827226266265,1143.0997109301388,left,1,1143.0997109301388,1143.0997109301388,0.0013275854289531708,0.48997362703084946,0.7903854288160801,1143.5842963345349,practice,1,0.49684111401438713,1143.6037653461099,1143.6037653461099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s016,001,2024-07-22_12h03.07.879,simplestop_skeleton,2022.2.2,59.94793615396527,
None,None,0,0,0,0,2,3,11,3,,,,,,,,,,,,,,,,,1143.584736701101,go,circleblack.png,left,0.25,1143.6037653461099,1143.6037653461099,1144.1005678474903,1144.1005678474903,1144.1173347644508,1144.3509255126119,1144.8513849377632,1145.1001847945154,1146.1028044074774,1146.1197175495327,left,1,1146.1197175495327,1146.1197175495327,0.0012790895998477936,0.4901493899524212,0.7404522262513638,1146.6044154949486,practice,1,0.5422359742224216,1146.6242217496037,1146.6242217496037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s016,001,2024-07-22_12h03.07.879,simplestop_skeleton,2022.2.2,59.94793615396527,
$currentCorrectResponse,$currentGoStim,0,0,0,0,3,0,12,0,,,,,,,,,,,,,,,,,1146.6048402637243,go,squareblack.png,right,0.25,1146.6242217496037,1146.6242217496037,1147.1207815408707,1147.1207815408707,1147.1375871673226,1147.3709556497633,1147.8700843378901,1148.1206990368664,1149.1228844448924,1149.1397204510868,right,1,1149.1397204510868,1149.1397204510868,0.0017008967697620392,0.49019303917884827,0.7403370179235935,1149.6242997385561,practice,1,0.3935996852815151,1149.644333794713,1149.644333794713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s016,001,2024-07-22_12h03.07.879,simplestop_skeleton,2022.2.2,59.94793615396527,
$currentCorrectResponse,$currentGoStim,0,0,0,0,3,1,13,0,,,,,,,,,,,,,,,,,1149.6247229799628,go,circleblack.png,left,0.25,1149.644333794713,1149.644333794713,1150.1409216672182,1150.1409216672182,1150.157972689718,1150.39087568596,1150.8899825625122,1151.1404012925923,1152.1431464478374,1152.1595206186175,left,1,1152.1595206186175,1152.1595206186175,0.001757550984621048,0.49001892283558846,0.7401637323200703,1152.6442452035844,practice,1,0.4565378278493881,1152.664106760174,1152.664106760174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s016,001,2024-07-22_12h03.07.879,simplestop_skeleton,2022.2.2,59.94793615396527,
None,None,0,0,0,0,3,2,14,3,,,,,,,,,,,,,,,,,1152.6446622349322,go,squareblack.png,right,0.25,1152.664106760174,1152.664106760174,1153.160725299269,1153.160725299269,1153.1773874759674,1153.4108843170106,1153.9114349894226,1154.1602171361446,1155.1630021557212,1155.1630021557212,right,1,1155.1630021557212,1155.1630021557212,0.0017551444470882416,0.49002522602677345,0.7403563782572746,1155.6475799418986,practice,1,0.49311599880456924,1155.6668874844909,1155.6668874844909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s016,001,2024-07-22_12h03.07.879,simplestop_skeleton,2022.2.2,59.94793615396527,
None,None,0,0,0,0,3,3,15,2,,,,,,,,,,,,,,,,,1155.6480140425265,go,squareblack.png,right,0.25,1155.6668874844909,1155.6668874844909,1156.164168253541,1156.164168253541,1156.180698171258,1156.4141142778099,1156.9148475639522,1157.163563452661,1158.166270621121,1158.166270621121,right,1,1158.166270621121,1158.166270621121,0.0011893697082996368,0.4902575984597206,0.7402942404150963,1158.6511645764112,practice,1,0.4914197213947773,1158.6714166589081,1158.6714166589081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s016,001,2024-07-22_12h03.07.879,simplestop_skeleton,2022.2.2,59.94793615396527,
$currentCorrectResponse,$currentGoStim,0,0,0,0,4,0,16,0,,,,,,,,,,,,,,,,,1158.6515830606222,stop,circleblack.png,left,0.25,1158.6714166589081,1158.6714166589081,1159.1675560548902,1159.1675560548902,1159.1839511170983,1159.4178282879293,1159.9167937934399,1160.1669436134398,1161.1695671379566,1161.1864473968744,left,1,1161.1864473968744,1161.1864473968744,0.001975521445274353,0.4898769408464432,0.7399664223194122,1161.6711070351303,practice,1,0.47190697863698006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s016,001,2024-07-22_12h03.07.879,simplestop_skeleton,2022.2.2,59.94793615396527,
None,None,0,0,0,0,4,1,17,2,,,,,,,,,,,,,,,,,1161.6715353764594,go,circleblack.png,left,0.2,1161.6907692588866,1161.6907692588866,1162.1873201578856,1162.1873201578856,1162.2039013542235,1162.3875916860998,1162.8880654722452,1163.1870285719633,1164.1893457472324,1164.2061069570482,left,1,1164.2061069570482,1164.2061069570482,0.0013900622725486755,0.4900239296257496,0.6901045143604279,1164.6910181492567,practice,1,0.5950293987989426,1164.710458572954,1164.710458572954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s016,001,2024-07-22_12h03.07.879,simplestop_skeleton,2022.2.2,59.94793615396527,
None,None,0,0,0,0,4,2,18,1,,,,,,,,,,,,,,,,,1164.6914357692003,go,circleblack.png,left,0.2,1164.710458572954,1164.710458572954,1165.2075885869563,1165.2075885869563,1165.2238228842616,1165.4085102118552,1165.9232349917293,1166.2069558687508,1167.209265589714,1167.2263290248811,left,1,1167.2263290248811,1167.2263290248811,0.0012545660138130188,0.4899027794599533,0.6904721520841122,1167.7106870375574,practice,1,0.4599817246198654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s016,001,2024-07-22_12h03.07.879,simplestop_skeleton,2022.2.2,59.94793615396527,
$currentCorrectResponse,$currentGoStim,0,0,0,0,4,3,19,0,,,,,,,,,,,,,,,,,1167.711109340191,go,circleblack.png,left,0.2,1167.7303230725229,1167.7303230725229,1168.2272992767394,1168.2272992767394,1168.243940256536,1168.4274762906134,1168.9280737638474,1169.2269829697907,1170.2281004749238,1170.2446820177138,left,1,1170.2446820177138,1170.2446820177138,0.001259397715330124,0.49021268635988235,0.6904889717698097,1170.7307150959969,practice,1,0.4555095136165619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s016,001,2024-07-22_12h03.07.879,simplestop_skeleton,2022.2.2,59.94793615396527,
None,None,0,0,0,0,5,0,20,3,,,,,,,,,,,,,,,,,1170.7311470396817,stop,circleblack.png,left,0.2,1170.7504783645272,1170.7504783645272,1171.2470806352794,1171.2470806352794,1171.264164276421,1171.4475146755576,1171.9479475729167,1172.2484967038035,1173.2497489713132,1173.2497489713132,None,0,1173.2497489713132,1173.2497489713132,0.0012718811631202698,0.49004272371530533,0.6904651969671249,1173.7345250435174,practice,1,,1173.7542041428387,1173.7542041428387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s016,001,2024-07-22_12h03.07.879,simplestop_skeleton,2022.2.2,59.94793615396527,
None,None,0,0,0,0,5,1,21,1,,,,,,,,,,,,,,,,,1173.734957728535,stop,squareblack.png,right,0.25,1173.7542041428387,1173.7542041428387,1174.250819284469,1174.250819284469,1174.2671723812819,1174.5009291805327,1175.001328792423,1175.2517822273076,1176.2527744472027,1176.2696639411151,None,0,1176.2696639411151,1176.2696639411151,0.0017221979796886444,0.4899241589009762,0.7401334643363953,1176.754252370447,practice,1,,1176.7739901579916,1176.7739901579916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s016,001,2024-07-22_12h03.07.879,simplestop_skeleton,2022.2.2,59.94793615396527,
None,None,0,0,0,0,5,2,22,2,,,,,,,,,,,,,,,,,1176.754678260535,stop,squareblack.png,right,0.3,1176.7739901579916,1176.7739901579916,1177.2690460160375,1177.2690460160375,1177.2856781706214,1177.5694858692586,1178.0712662413716,1178.2716637961566,1179.2726368196309,1179.2893023304641,None,0,1179.2893023304641,1179.2893023304641,0.001212380826473236,0.4885072857141495,0.7888825237751007,1179.7739417813718,practice,1,,1179.7931785359979,1179.7931785359979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s016,001,2024-07-22_12h03.07.879,simplestop_skeleton,2022.2.2,59.94793615396527,
None,None,0,0,0,0,5,3,23,1,,,,,,,,,,,,,,,,,1179.774355981499,go,squareblack.png,right,0.35,1179.7931785359979,1179.7931785359979,1180.290365215391,1180.290365215391,1180.3071990124881,1180.640837945044,1181.141451176256,1181.2901026904583,1182.2927170544863,1182.2927170544863,right,1,1182.2927170544863,1182.2927170544863,0.0011874288320541382,0.4904378093779087,0.8408531844615936,1182.7775720506907,practice,1,0.5857276767492294,1182.7946831174195,1182.7946831174195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s016,001,2024-07-22_12h03.07.879,simplestop_skeleton,2022.2.2,59.94793615396527,
,,0,0,0,0,,,,,,,,,,,,,"[{'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182.7946831174195,1182.7946831174195,return,3.828713070601225,,,,,,,,,,,,,,,,,,,,,,,,,s016,001,2024-07-22_12h03.07.879,simplestop_skeleton,2022.2.2,59.94793615396527,
None,None,,,,,,,,,0,0,0,0,0,0,0,2,,,,,,,,,1224.4158546701074,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,0.002318684011697769,0.49732932448387146,,1226.9267610758543,test,1,,,,,,,,1186.6475629806519,1186.6475629806519,1224.4354982078075,1224.939810924232,1224.939810924232,1224.939810924232,1225.290433485061,1225.79086824134,1225.9411531090736,1226.9460912495852,left,1,0.7817628048360348,0.35,,,,,,,,,,,s016,001,2024-07-22_12h03.07.879,simplestop_skeleton,2022.2.2,59.94793615396527,
None,None,,,,,,,,,0,0,0,0,0,1,1,3,,,,,,,,,1226.927296847105,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,0.001750703901052475,0.4893134608864784,,1229.4293315708637,test,1,,,,,,,,,,1226.9460912495852,1227.4591512791812,1227.4424058273435,1227.4424058273435,1227.792772617191,1228.2933302782476,1228.44222503528,1229.448644451797,right,1,0.5890665613114834,0.35,,,,,,,,,,,s016,001,2024-07-22_12h03.07.879,simplestop_skeleton,2022.2.2,59.94793615396527,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,0,2,2,0,,,,,,,,,1229.429776377976,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,0.0013513639569282532,0.4892258830368519,,1231.9318277686834,test,1,,,,,,,,,,1229.448644451797,1229.9619405940175,1229.9451047293842,1229.9451047293842,1230.2955357953906,1230.7962031625211,1230.9452335461974,1231.9509828798473,right,1,0.6468044072389603,0.35,,,,,,,,,,,s016,001,2024-07-22_12h03.07.879,simplestop_skeleton,2022.2.2,59.94793615396527,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,0,3,3,0,,,,,,,,,1231.932266689837,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,0.0013286620378494263,0.4896589666604996,,1234.4345128461719,test,1,,,,,,,,,,1231.9509828798473,1232.4650128372014,1232.4482308030128,1232.4482308030128,1232.7982786409557,1233.2978514172137,1233.447644032538,1234.4537053965032,right,1,0.5446771942079067,0.35,,,,,,,,,,,s016,001,2024-07-22_12h03.07.879,simplestop_skeleton,2022.2.2,59.94793615396527,
