corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 0,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,goResp.rt,text.started,rules_2.started,text.stopped,rules_2.stopped,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,test_fixation.stopped,goStim_test.started,goResp_test.started,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,goResp_test.rt,EndingSSD,Test Block: 1,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
None,None,0,0,0,0,2,1,9,1,,,,,,,,,,,,,,,,,145.18522952497005,stop,circleblack.png,z,0.3,145.20485969632864,145.20485969632864,145.70147702097893,145.70147702097893,145.7180112041533,146.0016174763441,146.50223026052117,146.7024466432631,147.7033767439425,147.7205022946,None,1,,147.7205022946,147.7205022946,148.2241022437811,148.2241022437811,0.0018985532224178314,0.49035559594631195,0.7906859517097473,148.20480492711067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,0,0,0,0,2,2,10,1,,,,,,,,,,,,,,,,,148.20511415228248,go,circleblack.png,z,0.35,148.2241022437811,148.2241022437811,148.72121572867036,148.72121572867036,148.7379433438182,149.07158789411187,149.57213477417827,149.72234427928925,150.72331197187304,150.72331197187304,z,0,0.8428697548806667,150.72331197187304,150.72331197187304,151.22891929373145,151.22891929373145,0.00125880166888237,0.49051642045378685,0.8410142548382282,151.20834620669484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,0,0,0,0,2,3,11,1,,,,,,,,,,,,,,,,,151.20865494012833,go,circleblack.png,z,0.35,151.22891929373145,151.22891929373145,151.72455600649118,151.72455600649118,151.74111435189843,152.07497183978558,152.57506519928575,152.72550915926695,153.7268996015191,153.74350460618734,z,0,0.6990469992160797,153.74350460618734,153.74350460618734,154.24788101762533,154.24788101762533,0.0014771521091461182,0.4897138215601444,0.8400581032037735,154.228180591017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,0,0,0,0,3,0,12,1,,,,,,,,,,,,,,,,,154.22850509732962,stop,circleblack.png,z,0.35,154.24788101762533,154.24788101762533,154.7446348965168,154.7446348965168,154.7612651400268,155.09505624324083,155.59554332867265,155.7456461749971,156.7467631958425,156.76401921734214,None,1,,156.76401921734214,156.76401921734214,,,0.0012765787541866302,0.4903886914253235,0.8407571539282799,157.24854129180312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,0,0,0,0,3,1,13,3,,,,,,,,,,,,,,,,,157.24885281920433,stop,squareblack.png,m,0.4,157.26813735812902,157.26813735812902,157.76460529118776,157.76460529118776,157.7812625952065,158.16520109772682,158.6658938191831,158.765607111156,159.7656640857458,159.7825210429728,None,1,,159.7825210429728,159.7825210429728,160.2864620871842,160.2864620871842,0.0017304010689258575,0.490132674574852,0.8902818262577057,160.267297770828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
$currentCorrectResponse,$currentGoStim,0,0,0,0,3,2,14,0,,,,,,,,,,,,,,,,,160.26775128021836,go,circleblack.png,z,0.45,160.2864620871842,160.2864620871842,160.78349459543824,160.78349459543824,160.80026837810874,161.23394219577312,161.73432978242636,161.78534714132547,162.78655092790723,162.78655092790723,z,0,0.7115089483559132,162.78655092790723,162.78655092790723,163.29103615507483,163.29103615507483,0.002062413841485977,0.48932772874832153,0.9399591572582722,163.27148239314556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,0,0,0,0,3,3,15,2,,,,,,,,,,,,,,,,,163.27179181575775,stop,squareblack.png,m,0.45,163.29103615507483,163.29103615507483,163.7878402620554,163.7878402620554,163.80445519462228,164.24081015214324,164.75560921803117,164.78899473324418,165.7900940850377,165.80683902651072,m,0,0.3625802919268608,165.80683902651072,165.80683902651072,166.31045414879918,166.31045414879918,0.0016398131847381592,0.4906318709254265,0.9411206729710102,166.29151856526732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,0,0,0,0,4,0,16,1,,,,,,,,,,,,,,,,,166.29185037314892,go,squareblack.png,m,0.4,166.31045414879918,166.31045414879918,166.80776439979672,166.80776439979672,166.82440117001534,167.208269957453,167.7087662704289,167.80943486839533,168.80982064455748,168.80982064455748,m,0,0.9792883507907391,168.80982064455748,168.80982064455748,,,0.0011827833950519562,0.49014054611325264,0.8907250091433525,169.2950973547995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
$currentCorrectResponse,$currentGoStim,0,0,0,0,4,1,17,0,,,,,,,,,,,,,,,,,169.29541217163205,go,squareblack.png,m,0.4,169.31420370191336,169.31420370191336,169.8113527558744,169.8113527558744,169.82798597216606,170.21184745430946,170.712208006531,170.81266487389803,171.81337289512157,171.81337289512157,m,0,0.8488492406904697,171.81337289512157,171.81337289512157,,,0.0012194737792015076,0.4902898296713829,0.8905238099396229,172.2980351820588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,0,0,0,0,4,2,18,2,,,,,,,,,,,,,,,,,172.29836601391435,go,squareblack.png,m,0.4,172.3173307850957,172.3173307850957,172.81481167674065,172.81481167674065,172.83132096007466,173.21508596092463,173.71556717157364,173.81564837694168,174.81646503135562,174.81646503135562,m,0,0.6580117233097553,174.81646503135562,174.81646503135562,,,0.001211412250995636,0.4904428720474243,0.8907997123897076,175.30160759016871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
$currentCorrectResponse,$currentGoStim,0,0,0,0,4,3,19,0,,,,,,,,,,,,,,,,,175.30192038416862,go,circleblack.png,z,0.4,175.32144394144416,175.32144394144416,175.8177135400474,175.8177135400474,175.83434324339032,176.21806997060776,176.71799813956022,176.81813111528754,177.8200727701187,177.8367553241551,z,0,0.47467898204922676,177.8367553241551,177.8367553241551,178.34087712317705,178.34087712317705,0.0018803216516971588,0.4902954660356045,0.8907149992883205,178.3215781636536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,0,0,0,0,5,0,20,2,,,,,,,,,,,,,,,,,178.32189779356122,go,circleblack.png,z,0.4,178.34087712317705,178.34087712317705,178.83788237720728,178.83788237720728,178.8543287627399,179.23851497471333,179.73878971487284,179.83921353146434,180.8403584137559,180.8403584137559,z,0,0.7440628372132778,180.8403584137559,180.8403584137559,181.34553045034409,181.34553045034409,0.0012484118342399597,0.48954006657004356,0.8903525583446026,181.32511126995087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,0,0,0,0,5,1,21,3,,,,,,,,,,,,,,,,,181.32545718178153,go,circleblack.png,z,0.4,181.34553045034409,181.34553045034409,181.8412930369377,181.8412930369377,181.85802701488137,182.24160052463412,182.74227492883801,182.8425247259438,183.84347419068217,183.86022888869047,z,0,0.8568653278052807,183.86022888869047,183.86022888869047,184.36428343132138,184.36428343132138,0.0014674477279186249,0.4895603060722351,0.8904352858662605,184.3448243699968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
$currentCorrectResponse,$currentGoStim,0,0,0,0,5,2,22,0,,,,,,,,,,,,,,,,,184.34514643251896,go,squareblack.png,m,0.4,184.36428343132138,184.36428343132138,184.861127179116,184.861127179116,184.87751789018512,185.2615957148373,185.7618918567896,185.86202198639512,186.86319432035089,186.87995856255293,m,0,0.6412222981452942,186.87995856255293,186.87995856255293,187.38462829217315,187.38462829217315,0.0016689300537109375,0.4902558997273445,0.8908018581569195,187.3647663332522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,0,0,0,0,5,3,23,2,,,,,,,,,,,,,,,,,187.3650850057602,stop,circleblack.png,z,0.4,187.38462829217315,187.38462829217315,187.8810636922717,187.8810636922717,187.89787669107318,188.28158054500818,188.78211796283722,188.8820871040225,189.88331258296967,189.8999470733106,None,1,,189.8999470733106,189.8999470733106,,,0.001809142529964447,0.49036797881126404,0.8906065039336681,190.38480004295707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
,,0,0,0,0,,,,,,,,,,,,,"[{'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'z', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'm', 'condition': 'go'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.4027299322188,190.4027299322188,return,5.858688563108444,,,,,,,,,,,,,,,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,0,0,0,2,,,,,,,,,226.26573652029037,stop,circleblack.png,z,0.45,,,,,,,,,,,,,,,,,,0.002213176339864731,0.4982666037976742,0.9489188827574253,228.77763125672936,,,,,196.29069400206208,196.29069400206208,226.28522446379066,226.7905164025724,226.7905164025724,226.7905164025724,227.24098528176546,227.74189360067248,227.7916196025908,228.79618268460035,z,0,0.5674930773675442,0.4,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,0,1,1,2,,,,,,,,,228.77796587347984,go,circleblack.png,z,0.4,,,,,,,,,,,,,,,,,,0.0013591088354587555,0.4895947650074959,0.8899684175848961,231.28030214458704,,,,,,,228.79618268460035,229.30994575843215,229.29345957562327,229.29345957562327,229.69380630925298,230.19434406608343,230.29438456520438,231.29933521524072,z,0,0.7405924536287785,0.4,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,0,2,2,3,,,,,,,,,231.28061402589083,go,squareblack.png,m,0.4,,,,,,,,,,,,,,,,,,0.0017214193940162659,0.4898681789636612,0.8902480006217957,233.78295791521668,,,,,,,231.29933521524072,231.81267731264234,231.79606855288148,231.79606855288148,232.19642773270607,232.69713607430458,232.79706932976842,233.80135936662555,m,0,0.5580572038888931,0.4,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,0,3,3,0,,,,,,,,,233.78336257115006,stop,squareblack.png,m,0.4,,,,,,,,,,,,,,,,,,0.0011870227754116058,0.4898093268275261,0.8902768902480602,236.28563414141536,,,,,,,233.80135936662555,234.3156810067594,234.2990417778492,234.2990417778492,234.6996460966766,235.1987291276455,235.29963694512844,236.30411693826318,m,0,0.5426046773791313,0.35,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,1,0,4,0,,,,,,,,,236.2859431952238,go,squareblack.png,m,0.35,,,,,,,,,,,,,,,,,,0.0011885762214660645,0.4906248115003109,0.8404340483248234,238.78852014616132,,,,,,,236.30411693826318,236.8183881007135,236.8021893389523,236.8021893389523,237.1522879973054,237.65131385996938,237.80169517174363,238.8070390559733,m,0,0.6848007366061211,0.35,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
None,None,,,,,,,,,0,0,0,0,1,1,5,2,,,,,,,,,238.78883750736713,go,squareblack.png,m,0.35,,,,,,,,,,,,,,,,,,0.0012445859611034393,0.4898713491857052,0.840287622064352,241.29116352647543,,,,,,,238.8070390559733,239.32106755673885,239.30448711290956,239.30448711290956,239.6548453606665,240.15539303049445,240.30561530590057,241.3104466870427,m,0,0.7099256999790668,0.35,,,,,,,,,,,,s003,001,2024-04-11_12h58.54.807,simplestop_skeleton,2022.2.2,59.981319761529335,
