subject,0-100ms,100-200ms,200-300ms,300-400ms,400-500ms,500-600ms,600-700ms,700-800ms,800-900ms,900-1000ms,1000-1100ms,1100-1200ms,1200-1300ms,1300-1400ms,1400-1500ms,1500-1600ms,1600-1700ms,1700-1800ms,1800-1900ms,1900-2000ms,2000-2100ms,2100-2200ms,2200-2300ms,2300-2400ms,2400-2500ms,2500-2600ms,2600-2700ms,2700-2800ms,2800-2900ms,2900-3000ms,3000-3100ms,3100-3200ms,3200-3300ms,3300-3400ms,3400-3500ms,3500-3600ms,3600-3700ms,3700-3800ms,3800-3900ms,3900-4000ms,4000-4100ms,4100-4200ms,4200-4300ms,4300-4400ms,4400-4500ms,4500-4600ms,4600-4700ms,4700-4800ms,4800-4900ms
s014,0.1,0.15,0.35,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
s015,0.65,0.65,0.75,0.8,0.85,0.8,0.85,0.9,0.95,0.95,0.8,0.8,0.85,0.9,1.0,0.95,0.85,0.9,0.85,0.85,0.9,0.8333333333333334,0.8823529411764706,0.9375,0.8571428571428571,0.8571428571428571,0.9166666666666666,0.8,0.6,0.7777777777777778,0.8888888888888888,1.0,0.875,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,
s016,0.35,0.7,0.85,0.95,1.0,1.0,1.0,1.0,0.85,0.85,0.95,0.95,0.95,0.95,1.0,1.0,1.0,0.85,0.85,0.9,0.9,0.9473684210526315,0.9411764705882353,0.9333333333333333,1.0,1.0,1.0,0.8888888888888888,0.8888888888888888,0.875,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,
s017,0.15,0.4,0.5,0.85,0.95,0.95,0.95,0.8,0.8,0.85,0.85,0.75,0.7,0.75,0.85,0.85,0.9,1.0,0.95,0.9,0.9,0.875,0.8461538461538461,0.9090909090909091,0.9090909090909091,0.9,0.9,0.875,1.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8,0.8,0.8,0.75,0.75,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,
s018,0.2,0.35,0.4,0.45,0.85,1.0,0.85,0.85,0.9,0.8,0.85,0.8,0.7,0.75,0.7,0.7,0.7,0.75,0.85,0.85,0.85,0.8235294117647058,0.8,0.8,0.7692307692307693,0.6923076923076923,0.6666666666666666,0.7,0.75,0.8,0.75,0.5,0.25,0.25,0.25,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,
s019,0.85,0.9,0.9,0.9,0.9,0.9,0.8,0.75,0.7,0.6,0.45,0.45,0.65,0.8,0.75,0.85,0.85,0.9,0.85,0.8,0.75,0.7222222222222222,0.8666666666666667,0.7857142857142857,0.7692307692307693,0.8461538461538461,0.6666666666666666,0.5833333333333334,0.5555555555555556,0.5,0.75,0.75,0.75,0.7142857142857143,0.8,0.8,0.75,0.75,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,
s020,0.1,0.25,0.35,0.3,0.4,0.6,0.65,0.75,0.75,0.75,0.75,0.7,0.7,0.7,0.7,0.75,0.8,0.85,0.85,0.85,0.85,0.85,0.8,0.875,0.8666666666666667,0.8571428571428571,0.9,1.0,1.0,0.8571428571428571,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
s021,0.55,0.75,0.8,0.8,0.85,0.8,0.75,0.7,0.8,0.8,0.8,0.7,0.75,0.9,0.9,0.8,0.8,0.75,0.8,0.95,0.95,0.8888888888888888,0.9375,0.9230769230769231,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.6,0.3333333333333333,0.0,0.0,0.0,0.0,,,,
s022,0.3,0.5,0.5,0.65,0.7,0.7,0.55,0.5,0.5,0.45,0.35,0.35,0.6,0.55,0.65,0.65,0.6,0.65,0.65,0.6,0.55,0.5,0.4375,0.5,0.5384615384615384,0.5833333333333334,0.6666666666666666,0.75,0.7142857142857143,0.8,0.6,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,,,,,,,,,,,,
s023,0.5,0.55,0.65,0.6,0.7,0.75,0.7,0.6,0.75,0.85,0.9,0.7,0.85,0.95,0.95,0.95,0.9,0.85,0.85,0.9,0.9,0.9411764705882353,1.0,0.9166666666666666,0.8888888888888888,1.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,
s024,0.6,0.7,0.75,0.7,0.7,0.65,0.75,0.75,0.8,0.75,0.75,0.6,0.5,0.5,0.35,0.45,0.5,0.45,0.55,0.6,0.55,0.6470588235294118,0.6,0.5333333333333333,0.5,0.4166666666666667,0.45454545454545453,0.5,0.5,0.5,0.5,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.5,0.8,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
s025,0.2,0.55,0.75,0.85,0.9,0.9,0.95,0.85,0.65,0.7,0.65,0.85,0.9,0.85,0.9,0.9,0.85,0.8,0.75,0.7,0.75,0.7894736842105263,0.8235294117647058,0.8125,0.8666666666666667,0.7857142857142857,0.75,0.8181818181818182,0.9,0.8888888888888888,0.8888888888888888,0.875,0.8571428571428571,0.8333333333333334,0.6666666666666666,0.6,0.6,0.6,0.6,0.6,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,,
s026,0.5,0.8,0.85,0.9,0.9,0.75,0.75,0.6,0.6,0.65,0.6,0.65,0.8,0.9,0.95,0.95,1.0,0.95,0.85,0.8,0.65,0.7333333333333333,0.6666666666666666,0.6923076923076923,0.6666666666666666,0.8,0.8,0.7,0.7,0.6,0.5555555555555556,0.4444444444444444,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6,0.75,1.0,1.0,1.0,0.0,0.0,0.0,,
s027,0.5555555555555556,0.5555555555555556,0.6111111111111112,0.7222222222222222,0.7222222222222222,0.6111111111111112,0.5,0.5,0.5555555555555556,0.5,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.5555555555555556,0.5555555555555556,0.6111111111111112,0.5,0.3888888888888889,0.3888888888888889,0.6111111111111112,0.7222222222222222,0.7333333333333333,0.7142857142857143,0.7142857142857143,0.8461538461538461,0.7272727272727273,0.5454545454545454,0.3333333333333333,0.25,0.5,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
s028,0.45,0.65,0.7,0.85,0.65,0.55,0.6,0.6,0.6,0.7,0.75,0.7,0.65,0.65,0.65,0.75,0.75,0.8,0.75,0.75,0.7,0.6666666666666666,0.7647058823529411,0.7272727272727273,0.7272727272727273,0.7,0.7,0.7,0.7,0.875,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.8333333333333334,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,
s029,0.45,0.55,0.55,0.65,0.75,0.85,0.8,0.8,0.85,0.85,0.75,0.75,0.85,0.9,0.9,0.95,0.9,0.9,0.85,0.85,0.75,0.75,0.9375,0.9333333333333333,0.8333333333333334,0.8181818181818182,0.8888888888888888,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
s030,0.8,0.9,0.8,0.75,0.75,0.8,0.85,0.85,0.85,0.9,0.9,0.9,0.9,0.9,0.9,0.95,0.95,0.9,0.85,0.85,0.85,0.8235294117647058,0.8823529411764706,0.9375,0.8333333333333334,0.8333333333333334,0.9090909090909091,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8333333333333334,0.75,0.75,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
s031,0.25,0.5,0.65,0.6,0.55,0.4,0.45,0.45,0.35,0.5,0.65,0.65,0.6,0.7,0.65,0.65,0.6,0.6,0.65,0.65,0.7368421052631579,0.7058823529411765,0.7058823529411765,0.7857142857142857,0.8461538461538461,0.75,0.8181818181818182,0.6,0.5555555555555556,0.5,0.7142857142857143,0.6666666666666666,0.5,0.4,0.6,0.6,0.6,0.4,0.4,0.4,0.6,0.5,0.25,0.25,0.5,0.5,1.0,,
s032,0.7,0.8,0.8,0.8,0.85,0.9,0.9,0.7,0.6,0.45,0.35,0.4,0.3,0.35,0.4,0.55,0.65,0.7,0.8,0.85,0.85,0.8333333333333334,0.8125,0.8333333333333334,0.8333333333333334,0.6,0.6,0.6,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.8571428571428571,1.0,0.75,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,,,,,,
