corrGoResp,shape,practiceBlocks.thisRepN,practiceBlocks.thisTrialN,practiceBlocks.thisN,practiceBlocks.thisIndex,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,stopBlocks.thisRepN,stopBlocks.thisTrialN,stopBlocks.thisN,stopBlocks.thisIndex,testTrials.thisRepN,testTrials.thisTrialN,testTrials.thisN,testTrials.thisIndex,stopPracTrialList,Test Block: 1,welcome.started,start_exp.started,start_exp.keys,start_exp.rt,instrStopText.started,start_prac.started,StartTrialTimeStamp,trialType,goStim,correctResponse,ssd,fixation.started,rules.started,goStim.started,goResp.started,fixation.stopped,stopSignal.started,stopSignal.stopped,goStim.stopped,goResp.stopped,rules.stopped,goResp.keys,goResp.corr,text.started,rules_2.started,text.stopped,rules_2.stopped,fixationOnset,goStimOnset,stopSignalOnset,EndTrialTimeStamp,Phase,Block,goResp.rt,text_5.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,key_resp.started,testText.started,test_fixation.started,goStim_test.started,goResp_test.started,test_fixation.stopped,stopSignal_test.started,stopSignal_test.stopped,goStim_test.stopped,goResp_test.stopped,goResp_test.keys,goResp_test.corr,EndingSSD,goResp_test.rt,text_6.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,Test Block: 2,Test Block: 3,ending_text.started,end_resp.started,end_resp.keys,end_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
None,None,,,,,,,,,0,0,0,0,2,0,8,1,,,,,,,,,570.0700191892684,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,0.0012539252638816833,0.48995327204465866,,572.5724891908467,test,1,,,,,,,,570.0880332998931,570.5859641991556,570.5859641991556,570.6026874966919,570.8860498443246,571.3869906999171,571.5854108929634,572.5918650068343,right,1,0.3,0.6392395123839378,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,2,1,9,0,,,,,,,,,572.5729257799685,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,0.0018763765692710876,0.4894760400056839,,575.0753170661628,test,1,,,,,,,,572.5918650068343,573.0885456129909,573.0885456129909,573.1050376817584,573.3888811320066,573.8886345513165,574.0888507403433,575.0945338755846,left,1,0.3,0.4054039195179939,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,2,2,10,3,,,,,,,,,575.0757628232241,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,0.001738913357257843,0.4894162490963936,,577.5780094601214,test,1,,,,,,,,575.0945338755846,575.5912872925401,575.5912872925401,575.6078650727868,575.8918782323599,576.4086324051023,576.5915877111256,577.5968258231878,right,1,0.3,0.4217378459870815,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,2,3,11,0,,,,,,,,,577.578441157937,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,0.001312408596277237,0.4895291402935982,0.7899782434105873,580.0811943933368,test,1,,,,,,,,577.5968258231878,578.0939334779978,578.0939334779978,578.1106980629265,578.3943033330142,578.8945918306708,579.0947328619659,580.0999698601663,right,1,0.25,0.41828783228993416,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,3,0,12,1,,,,,,,,,580.0816244184971,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,0.0012786909937858582,0.48925501108169556,,582.5833178572357,test,1,,,,,,,,580.0999698601663,580.5967383533716,580.5967383533716,580.6136926338077,580.8470601513982,581.3477055728436,581.596731774509,582.6024310365319,right,1,0.25,0.6392833180725574,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,3,1,13,2,,,,,,,,,582.5837599001825,stop,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,0.001772172749042511,0.4898044094443321,0.7401912733912468,585.0863070264459,test,1,,,,,,,,582.6024310365319,583.0994150862098,583.0994150862098,583.1160638928413,583.3497520461679,583.850331325084,584.1007174216211,585.1053774617612,None,0,0.3,,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,3,2,14,2,,,,,,,,,585.0867472924292,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,0.0016794353723526,0.48991577327251434,,587.5890856347978,test,1,,,,,,,,585.1053774617612,585.6026261113584,585.6026261113584,585.6188452094793,585.9026399888098,586.4041451849043,586.6026245057583,587.6084671989083,right,1,0.3,0.42242226749658585,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,3,3,15,0,,,,,,,,,587.5895284488797,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,0.0019071511924266815,0.48970265313982964,,590.0917442962527,test,1,,,,,,,,587.6084671989083,588.1048562452197,588.1048562452197,588.1219115629792,588.4055487401783,588.9058805666864,589.1055606640875,590.11061090976,left,1,0.3,0.4934006407856941,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,4,0,16,1,,,,,,,,,590.0921854674816,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,0.0016114339232444763,0.4897359870374203,,592.594415821135,test,1,,,,,,,,590.11061090976,590.6080806851387,590.6080806851387,590.6246382705867,590.9080251157284,591.4085019864142,591.6083455272019,592.6137024946511,left,0,0.3,0.3290526233613491,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,4,1,17,3,,,,,,,,,592.5948605835438,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,0.0017215237021446228,0.49005628377199173,,595.0972197167575,test,1,,,,,,,,592.6137024946511,593.1108168922365,593.1108168922365,593.1272228062153,593.410724490881,593.9115207977593,594.1116683967412,595.1162343509495,left,1,0.3,0.5363530926406384,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,4,2,18,3,,,,,,,,,595.0976584404707,go,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,0.001387283205986023,0.4899184964597225,,597.6002168022096,test,1,,,,,,,,595.1162343509495,595.6132707260549,595.6132707260549,595.6298218071461,595.9136396273971,596.4144418388605,596.6136508323252,597.6190975755453,left,1,0.3,0.5413343273103237,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,4,3,19,0,,,,,,,,,597.6006463766098,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,0.0015985481441020966,0.48972612991929054,0.7899856232106686,600.1029321141541,test,1,,,,,,,,597.6190975755453,598.1161094531417,598.1161094531417,598.1326403208077,598.4164252988994,598.9165782853961,599.1170578636229,600.1222098395228,right,1,0.25,0.33918560296297073,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,5,0,20,2,,,,,,,,,600.1033647954464,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,0.0019052661955356598,0.4896428696811199,,602.6054593920708,test,1,,,,,,,,600.1222098395228,600.6191354431212,600.6191354431212,600.6355177313089,600.8691695928574,601.369785271585,601.619458399713,602.6245639137924,left,1,0.25,0.5680510103702545,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,5,1,21,0,,,,,,,,,602.605898141861,stop,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,0.0014340952038764954,0.48992570862174034,0.7400561571121216,605.1084082312882,test,1,,,,,,,,602.6245639137924,603.1215284727514,603.1215284727514,603.1382011398673,603.3718143105507,603.8728081509471,604.1228548698127,605.1275099925697,None,0,0.3,,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,5,2,22,0,,,,,,,,,605.1088507659733,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,0.0016507133841514587,0.4899488799273968,0.7902427464723587,607.611189391464,test,1,,,,,,,,605.1275099925697,605.6242366209626,605.6242366209626,605.6413275152445,605.9249338395894,606.4416350908577,606.6249936670065,607.6298663392663,right,1,0.25,0.42110955342650414,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,5,3,23,1,,,,,,,,,607.6116251163185,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,0.0012743771076202393,0.4897833615541458,,610.1138594783843,test,1,,,,,,,,607.6298663392663,608.1272583976388,608.1272583976388,608.1439048610628,608.377483971417,608.8778216093779,609.127715382725,610.1333672404289,right,1,0.25,0.5145744122564793,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,6,0,24,3,,,,,,,,,610.114297747612,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,0.0020742304623126984,0.4901006184518337,,612.6171663552523,test,1,,,,,,,,610.1333672404289,610.630017362535,610.630017362535,610.6466289609671,610.8803953491151,611.3833340257406,611.6300901398063,612.636153139174,left,1,0.25,0.5084162130951881,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,6,1,25,2,,,,,,,,,612.6176073923707,stop,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,0.0015255771577358246,0.4892624467611313,0.7394426949322224,615.119273904711,test,1,,,,,,,,612.636153139174,613.13261340186,613.13261340186,613.1492179445922,613.3831662200391,613.882131088525,614.1329789943993,615.1385767646134,left,1,0.2,0.41788412258028984,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,6,2,26,1,,,,,,,,,615.1197049431503,stop,squareblack.png,right,0.2,,,,,,,,,,,,,,,,,0.0017107874155044556,0.489998422563076,0.689984641969204,617.6221700273454,test,1,,,,,,,,615.1385767646134,615.6354098916054,615.6354098916054,615.6522247120738,615.8359278477728,616.3358774296939,616.6362417601049,617.6410416252911,None,0,0.25,,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,6,3,27,3,,,,,,,,,617.622614312917,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,0.00132843479514122,0.4894784614443779,,620.1247116625309,test,1,,,,,,,,617.6410416252911,618.1382284760475,618.1382284760475,618.1547720618546,618.388416737318,618.8889670707285,619.1385024599731,620.1440440639853,right,1,0.25,0.5681247562170029,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,7,0,28,3,,,,,,,,,620.1251417398453,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,0.0018121562898159027,0.4898431599140167,,622.627428419888,test,1,,,,,,,,620.1440440639853,620.6407344378531,620.6407344378531,620.657398365438,620.8912572562695,621.3909976966679,621.641849257052,622.646574575454,left,1,0.25,0.31305500492453575,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,7,1,29,0,,,,,,,,,622.627857670188,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,0.0016146637499332428,0.4897300861775875,,625.130452863872,test,1,,,,,,,,622.646574575454,623.1435548551381,623.1435548551381,623.1601206213236,623.393897484988,623.8942939899862,624.1439972855151,625.1499185860157,right,1,0.25,0.4728950001299381,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,7,2,30,0,,,,,,,,,625.13089556247,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,0.0018554441630840302,0.489387895911932,,627.6331107281148,test,1,,,,,,,,625.1499185860157,625.6463510170579,625.6463510170579,625.6629793606699,625.8966076225042,626.3973562121391,626.6471807844937,627.6523565612733,left,1,0.25,0.6198165006935596,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,7,3,31,0,,,,,,,,,627.6335420869291,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,0.0013830065727233887,0.4896141029894352,,630.1359411627054,test,1,,,,,,,,627.6523565612733,628.1488759554923,628.1488759554923,628.1656689159572,628.3996243178844,628.9000564031303,629.1501934975386,630.1548966132104,left,1,0.25,0.7577740736305714,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,8,0,32,3,,,,,,,,,630.1363774500787,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,0.001607891172170639,0.4897211529314518,,632.6387037485838,test,1,,,,,,,,630.1548966132104,630.6519838757813,630.6519838757813,630.6685793921351,630.9020640552044,631.4028974957764,631.6533217579126,632.6575247086585,right,1,0.25,0.6405770555138588,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,8,1,33,2,,,,,,,,,632.6391300186515,go,squareblack.png,right,0.25,,,,,,,,,,,,,,,,,0.0013187676668167114,0.48981786146759987,,635.141435880214,test,1,,,,,,,,632.6575247086585,633.1546089500189,633.1546089500189,633.1718776971102,633.4049814119935,633.9058522731066,634.1556672006845,635.1610716953874,right,1,0.25,0.5583755262196064,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,8,2,34,1,,,,,,,,,635.141885638237,stop,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,0.0019495673477649689,0.489528052508831,0.7398725152015686,637.6440854147077,test,1,,,,,,,,635.1610716953874,635.6578514017165,635.6578514017165,635.6741460636258,635.9078536890447,636.4081772491336,636.6589614339173,637.66331891343,None,0,0.3,,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,8,3,35,1,,,,,,,,,637.644510474056,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,0.0016952753067016602,0.49018244445323944,0.7904677614569664,640.1472247056663,test,1,,,,,,,,637.66331891343,638.160401109606,638.160401109606,638.1767328716815,638.4606320783496,638.9609830342233,639.1612976305187,640.1658808328211,None,0,0.35,,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,9,0,36,2,,,,,,,,,640.1476599797606,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,0.0013244599103927612,0.48967380821704865,,642.6498417407274,test,1,,,,,,,,640.1658808328211,640.6630513966084,640.6630513966084,640.6799294054508,641.0133070126176,641.5144812949002,641.6646332852542,642.6689447388053,right,1,0.35,0.6346385329961777,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,9,1,37,1,,,,,,,,,642.6502831168473,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,0.0013095326721668243,0.48966385051608086,,645.1525675803423,test,1,,,,,,,,642.6689447388053,643.1661114506423,643.1661114506423,643.1824696138501,643.5162184126675,644.0169401168823,644.1666290462017,645.1720511652529,right,1,0.35,0.6124730221927166,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,9,2,38,2,,,,,,,,,645.1530046574771,stop,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,0.001938503235578537,0.48908093571662903,0.8399699069559574,647.6553149968386,test,1,,,,,,,,645.1720511652529,645.6678062304854,645.6678062304854,645.6850458607078,646.0188498683274,646.5196088030934,646.6697473041713,647.6742743365467,None,0,0.4,,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,9,3,39,0,,,,,,,,,647.6557461507618,go,circleblack.png,left,0.4,,,,,,,,,,,,,,,,,0.0013631917536258698,0.4896398149430752,,650.1581182703376,test,1,,,,,,,,647.6742743365467,648.1711309552193,648.1711309552193,648.1880714669824,648.5717285312712,649.0710170269012,649.1717496775091,650.1777090653777,left,1,0.4,0.5645349696278572,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,10,0,40,2,,,,,,,,,650.1585578098893,stop,squareblack.png,right,0.4,,,,,,,,,,,,,,,,,0.001768600195646286,0.48930682241916656,0.8897358141839504,652.6610063165426,test,1,,,,,,,,650.1777090653777,650.6739511303604,650.6739511303604,650.6905666440725,651.0745096094906,651.5745924599469,651.6750502027571,652.680014256388,left,0,0.35,0.40841297060251236,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,10,1,41,3,,,,,,,,,652.6614392027259,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,0.0018402300775051117,0.4894097149372101,,655.1634724847972,test,1,,,,,,,,652.680014256388,653.1768592074513,653.1768592074513,653.1934719830751,653.5273086093366,654.0439771339297,654.1773567423224,655.1824174709618,left,1,0.35,0.43954037129879,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,10,2,42,1,,,,,,,,,655.1639018058777,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,0.0013445019721984863,0.48983726650476456,,657.6660749018192,test,1,,,,,,,,655.1824174709618,655.6795412302017,655.6795412302017,655.6961873061955,656.0298106186092,656.5291988030076,656.6801213733852,657.6852184124291,left,1,0.35,0.4811694175004959,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,10,3,43,1,,,,,,,,,657.6665206365287,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,0.0016604065895080566,0.48982275649905205,,660.1688966043293,test,1,,,,,,,,657.6852184124291,658.1822403743863,658.1822403743863,658.1989373005927,658.5323104485869,659.0330611690879,659.1833077035844,660.1877301968634,right,1,0.35,0.4821334220468998,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,11,0,44,2,,,,,,,,,660.1693223975599,go,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,0.0011801272630691528,0.4898318015038967,,662.6717429049313,test,1,,,,,,,,660.1877301968634,660.6849985457957,660.6849985457957,660.7018271945417,661.0353626608849,661.5359110087156,661.685605622828,662.6911859177053,right,1,0.35,0.4389001727104187,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
$currentCorrectResponse,$currentGoStim,,,,,,,,,0,0,0,0,11,1,45,0,,,,,,,,,662.6721764728427,go,circleblack.png,left,0.35,,,,,,,,,,,,,,,,,0.0020148418843746185,0.48957373574376106,,665.1747812479734,test,1,,,,,,,,662.6911859177053,663.1877693347633,663.1877693347633,663.2043652795255,663.5382963456213,664.0409872829914,664.1885232441127,665.1937747076154,left,1,0.35,0.44149772450327873,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,11,2,46,3,,,,,,,,,665.1752119474113,stop,squareblack.png,right,0.35,,,,,,,,,,,,,,,,,0.0016291476786136627,0.48941929265856743,0.839841403067112,667.6776940412819,test,1,,,,,,,,665.1937747076154,665.6908230409026,665.6908230409026,665.7073326185346,666.0409039519727,666.5419130735099,666.6909956037998,667.697104498744,right,1,0.3,0.4506501033902168,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,0,0,0,0,11,3,47,3,,,,,,,,,667.6781295500696,stop,circleblack.png,left,0.3,,,,,,,,,,,,,,,,,0.001952841877937317,0.48930100724101067,0.7899253442883492,670.1800213381648,test,1,,,,,,,,667.697104498744,668.1932901442051,668.1932901442051,668.2100073210895,668.4935350753367,668.9930264241993,669.1938172765076,670.2011438421905,left,1,0.25,0.4453509487211704,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
,,,,,,,,,,0,0,0,0,,,,,,"[{'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}, {'fileName': 'circleblack.png', 'correct_response': 'left', 'condition': 'stop'}, {'fileName': 'squareblack.png', 'correct_response': 'right', 'condition': 'go'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.2011438421905,670.2011438421905,return,4.407358057796955,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,1,0,1,0,0,0,0,3,,,,,,,,,674.6344435662031,go,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,0.0013309754431247711,0.49034593626856804,,677.1379777491093,test,2,,,,,,,,674.6532694809139,675.150970119983,675.150970119983,675.1678857281804,675.4010694287717,675.9020207226276,676.1525610461831,677.1568290665746,left,1,0.25,0.7515826597809792,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,677.1385026611388,stop,circleblack.png,left,0.25,,,,,,,,,,,,,,,,,0.0013893283903598785,0.4895084463059902,0.7397272065281868,679.6404735967517,test,2,,,,,,,,677.1568290665746,677.6536309532821,677.6536309532821,677.6705163344741,677.9040480218828,678.4051059521735,678.6548260822892,679.6595483347774,None,0,0.3,,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
None,None,,,,,,,,,1,0,1,0,0,2,2,3,,,,,,,,,679.6408988088369,go,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,0.0016848407685756683,0.4900470897555351,,682.1434277743101,test,2,,,,,,,,679.6595483347774,680.1566464677453,680.1566464677453,680.1733597107232,680.4573768340051,680.9728573895991,681.1570652797818,682.1622112467885,right,1,0.3,0.44382258132100105,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
$currentCorrectResponse,$currentGoStim,,,,,,,,,1,0,1,0,0,3,3,0,,,,,,,,,682.143930375576,stop,squareblack.png,right,0.3,,,,,,,,,,,,,,,,,0.0012794584035873413,0.48954641819000244,0.7901101596653461,684.646089900285,test,2,,,,,,,,682.1622112467885,682.659397739917,682.659397739917,682.6762357950211,682.9595754258335,683.4602438248694,683.6606467850506,684.6656005978584,None,0,0.35,,,,,,,,,,,,s008,001,2024-07-12_16h57.12.021,simplestop_skeleton,2022.2.2,59.849078064682956,
